AMP_ID,A. baumannii ATCC 19606,E. coli ATCC 11775,E. coli AIC221,E. coli AIC222,K. pneumoniae ATCC 13883,P. aeruginosa PA01,P. aeruginosa PA14,S. aureus ATCC 12600,S. aureus (ATCC BAA-1556) - MRSA,vancomycin-resistant E. faecalis ATCC 700802,vancomycin-resistant E. faecium ATCC 700221
PDMGNGAF_190_2,145.38011,211.16725,214.2338,220.79297,263.1292,257.3188,237.42574,238.94897,363.19778,372.95886,288.0071
APGDIBME_9_11,145.38011,211.16725,214.2338,220.79297,263.1292,257.3188,237.42574,238.94897,363.19778,372.95886,288.0071
MICOHLPA_59_3,247.2845,376.97058,366.56433,339.83267,413.97556,349.2507,362.56348,386.92886,482.52573,431.51474,288.36014
MLCNNOGE_24_21,266.0389,334.0499,303.72522,311.24887,355.73438,334.63562,325.26196,350.0068,446.5559,423.6085,288.53305
JLJPOILO_303_3,245.93484,324.27576,271.91885,342.02603,360.75937,340.0605,356.32486,391.20776,472.46997,436.96313,288.68582
DINCPFGH_5_20,276.37,520.03424,401.50766,392.97922,489.58353,433.44852,436.22742,464.2843,485.81723,458.01373,288.79385
IIHGGKOK_93_20,289.9091,411.25983,408.26962,458.13516,425.90967,430.32574,400.58112,408.86392,462.66382,436.833,289.21222
IPACGEIK_67_26,243.5599,459.1112,409.80292,400.071,461.8998,438.5461,445.94995,428.4585,463.92548,532.5377,290.0647
BFAFEAIL_334_5,158.15358,325.43634,239.94926,290.76587,324.27246,351.37216,373.34818,395.7305,488.0775,513.85254,291.47552
CFOIEDKB_189_7,164.55028,433.40485,303.972,404.0551,422.43042,378.9676,377.76065,416.43976,499.73297,494.54373,291.5305
LDFDGFAA_305_10,315.61853,398.21143,369.11847,390.3978,458.92508,448.44376,463.1949,489.92786,476.58585,520.01575,291.61163
GCPKHDHJ_83_1,258.7044,344.4417,351.3196,325.92493,390.8141,310.645,314.47626,410.66306,404.2706,436.4849,292.82053
JICMBPMM_160_18,289.72858,409.2116,385.40298,461.62292,442.95743,425.4717,399.82065,450.6444,472.39407,423.3056,293.4737
BGEJPLBP_11_87,122.25409,226.6226,205.24829,267.51245,330.24002,317.4789,305.00592,349.41687,399.53564,421.1101,294.0656
OKJDKIPL_9_5,218.70518,301.0514,269.3963,304.64157,376.30563,385.25354,396.5514,389.96906,469.80563,463.43018,294.2019
KCPDNHAK_6_38,428.22784,472.68384,476.8093,486.35147,478.2076,481.0686,479.5498,479.79855,468.86945,497.89575,294.21802
IBFOMGMI_46_30,361.5425,439.07132,303.60077,396.4962,458.97034,443.25464,426.99435,453.61572,498.73395,487.7409,294.5583
OFGAFGID_228_13,275.7556,340.75055,318.23843,341.7127,381.11942,335.5208,348.03192,375.30286,439.4845,471.24408,294.7409
AMGCNGIF_413_1,260.76776,348.17303,274.62418,336.7701,413.7469,350.7448,331.8082,397.37988,419.7128,455.54626,295.05618
MNIOLPGK_20_7,196.9924,347.11127,316.78516,368.00693,370.99268,357.42603,356.32455,394.0733,435.49802,448.29852,295.08432
ENICKNPH_135_6,131.04,331.72797,203.38539,215.7227,334.49667,303.8771,302.7585,336.79297,412.16043,348.5785,295.2696
POHKCCHO_1_10,269.029,404.80823,346.54266,360.69067,393.99066,435.28766,421.3102,441.29837,484.4831,478.67487,295.75595
BDOMIJBA_111_10,222.89822,399.59674,351.27332,353.81702,386.0084,352.74805,378.0946,401.12457,462.93152,394.17502,296.06036
IPACGEIK_69_8,181.25,473.06235,376.36243,416.20407,477.99454,413.54205,422.47894,422.57025,489.64172,376.87256,296.35422
CFBDOOPH_456_2,211.88422,323.97525,307.20557,284.13446,363.01523,273.8761,290.80014,338.4095,386.0809,502.2989,297.68195
JEICAJEH_27_102,432.2085,427.93164,447.30917,461.69843,454.52905,462.68158,458.90283,475.97763,513.43445,465.963,298.30963
IGGOJNFL_101_2,219.0736,336.27872,260.0084,285.0763,355.91855,291.41263,274.67517,328.2871,420.50793,405.3851,298.33417
MAHBBFHA_31_8,219.0736,336.27872,260.0084,285.0763,355.91855,291.41263,274.67517,328.2871,420.50793,405.3851,298.33417
NLCOFIOL_636_5,331.46548,455.3649,383.55338,444.63205,447.67572,437.06998,434.77216,452.55023,479.9856,481.35315,298.53183
PHLOBIOC_141_4,248.84628,412.31204,344.08466,398.20892,420.8652,410.87534,440.4132,456.12845,504.40942,520.25055,298.9887
IMEAMOFF_109_4,434.6278,430.10526,432.96783,456.54062,454.2118,460.84186,460.3936,476.98267,517.7915,466.16443,299.04086
DEJCOLOP_35_3,251.95407,326.55133,266.47174,343.67166,392.48508,378.7756,396.53186,392.0373,446.39706,461.76395,299.4273
LKBPNCKB_240_1,265.41586,462.3123,460.8634,470.25153,473.30988,465.13715,472.35242,485.5305,512.15137,521.06494,299.71936
OONBPIIP_11_4,326.14423,363.40247,377.03876,373.24503,423.2217,413.4201,414.79294,405.51306,499.09863,477.63617,300.01498
BJFOMLKG_81_3,287.3067,391.30432,366.33658,384.946,395.84604,390.26044,406.216,388.94556,494.59155,459.61063,300.29123
DPHDEEHI_52_2,257.88776,417.8832,319.30698,407.79953,382.26257,420.51196,455.1697,444.8673,450.8144,475.08853,300.38605
GPLJCPAO_100_1,375.7837,409.71567,377.97238,388.80875,469.1127,478.65994,445.54495,473.1698,502.6627,508.25507,300.40607
HJAPGIAM_58_1,255.54625,447.9774,399.19507,440.1714,432.4712,460.95294,454.11667,450.29767,478.7378,433.65723,300.46567
JFGKALPH_53_9,187.89978,439.42163,270.97647,269.7196,435.37976,341.59045,381.2699,425.96442,471.03113,507.80206,300.47006
KCAABIEO_290_1,187.89978,439.42163,270.97647,269.7196,435.37976,341.59045,381.2699,425.96442,471.03113,507.80206,300.47006
LJPEBJAM_137_1,284.83777,424.23688,269.0335,397.78946,480.41724,493.60486,432.9668,487.4472,486.59424,460.3939,300.65518
LJPEBJAM_187_9,284.83777,424.23688,269.0335,397.78946,480.41724,493.60486,432.9668,487.4472,486.59424,460.3939,300.65518
HENIIIJL_156_7,187.23161,443.95184,445.40567,453.78372,476.85806,427.55563,445.49228,447.91037,495.725,475.02747,301.45587
DNALNJHC_97_4,226.07579,369.63083,297.05582,369.9565,381.74097,349.59732,346.89713,357.28946,445.14874,441.69714,302.92307
KEIMIPLH_326_7,152.617,321.5256,235.00351,264.25812,308.40054,298.7276,262.11557,338.01276,429.0481,381.36108,303.63904
ALBGKPPL_388_24,380.0249,421.92322,301.43332,385.30063,411.28348,432.44598,403.66312,456.4765,479.2982,490.8804,304.9654
IPKLMCOG_56_22,216.80508,292.84485,302.69382,281.3134,384.66226,383.077,349.53247,347.8864,418.67105,406.4575,305.00754
ALJMBEPD_170_9,284.34543,484.78247,406.41205,476.45227,490.79443,472.02325,486.7868,468.62735,462.72745,484.97644,305.73465
LKBPNCKB_222_3,240.44812,321.71054,245.10864,275.10922,327.33673,275.2582,284.3349,320.4666,381.88657,399.09845,305.94412
ABBBLBMD_104_2,240.44812,321.71054,245.10864,275.10922,327.33673,275.2582,284.3349,320.4666,381.88657,399.09845,305.94412
LKACKFMG_19_32,240.44812,321.71054,245.10864,275.10922,327.33673,275.2582,284.3349,320.4666,381.88657,399.09845,305.94412
GGJMJOFG_17_21,240.44812,321.71054,245.10864,275.10922,327.33673,275.2582,284.3349,320.4666,381.88657,399.09845,305.94412
LFCNJEPG_34_26,300.6693,435.96857,403.96716,416.25262,425.96207,410.55017,382.4174,439.14774,492.1323,435.79053,306.31818
NJPCPLPI_314_6,185.58783,288.04877,298.77435,313.71616,365.32806,360.8448,324.27618,345.1628,436.92676,433.9817,306.3572
BFHHFIMI_202_8,283.972,374.50946,373.40527,373.68018,429.43283,401.84204,405.77158,394.52014,469.50375,460.65866,307.06818
FCLKNIGA_179_1,278.35785,349.19815,343.16895,321.4697,374.15356,316.88647,315.50385,356.34058,438.71063,432.49005,307.96854
PILMEDLM_205_10,260.09567,348.24292,347.69592,338.57153,353.0289,335.00287,336.35205,336.9217,433.0575,425.07318,308.14148
ECPBKFON_125_5,197.39273,415.24493,370.10718,339.16534,375.51575,388.11136,396.18243,392.16272,495.1975,436.19144,308.81183
CFPHHOAB_24_1,368.27533,477.169,402.0359,457.4818,456.3305,433.1332,463.44385,463.63297,500.8227,499.19727,308.98468
DPBJAADB_41_1,345.42584,380.3424,327.50323,333.26288,463.4092,417.31973,408.95615,458.5843,488.91666,506.44885,309.16055
CENODMGI_20_1,234.30095,366.5588,323.33783,324.13788,386.69473,336.41586,354.2072,387.86935,464.73932,461.65146,309.19595
BKBHMIGP_30_95,219.48741,319.31393,285.29648,300.5209,358.29572,300.5174,326.78705,351.36536,427.33215,444.41858,309.32306
DBCHONDG_144_3,407.1696,479.61182,457.31058,453.04282,491.46307,457.93967,463.50726,483.69556,510.52692,494.5318,310.54367
EKNKAGOK_539_2,231.155,459.1663,405.31708,424.10495,470.91797,478.05295,450.65054,445.7528,501.5967,475.15884,310.8717
ANCDLGFE_9_6,254.72502,371.0167,340.5357,364.5593,384.99664,379.84277,362.7524,384.4435,466.45905,475.5116,310.95706
OLACNJPO_151_9,336.62372,463.558,425.00098,491.4034,485.80273,472.6857,472.4078,462.65082,479.7972,500.6803,311.23102
OFOBCBEG_40_178,198.94997,477.24417,296.67056,455.37964,504.42902,474.78833,492.03552,477.6725,497.09952,486.61508,311.30902
NGMOPKMC_108_7,220.8786,335.58038,344.4722,314.36578,351.1858,350.8854,333.48648,381.20828,442.11514,472.07944,314.56973
BKNOFKLA_118_1,237.44424,355.0344,418.25696,365.66696,459.72806,381.30777,413.06207,403.8611,438.61075,438.7727,315.56598
JCMCOKNO_551_1,299.87546,372.45508,363.932,388.10233,432.39948,391.65155,408.71713,406.9515,490.76508,457.81668,316.177
EMLCJMHO_60_2,315.85904,377.26605,351.94162,350.76974,388.8006,355.09866,373.95905,398.7435,433.3723,381.56873,316.26297
BIGHILKH_204_5,228.84502,401.47498,351.9241,384.57126,464.8962,476.35294,462.4154,490.26553,496.26602,500.21805,316.28928
FHCMHAMK_82_16,129.17212,332.77478,238.12334,272.09625,429.14795,353.7963,379.7044,400.44904,435.40582,528.25024,316.43372
HDNFIEHE_34_12,264.7501,336.9184,276.79257,344.25928,365.0302,339.37967,348.8479,360.37823,456.63458,458.3048,318.97736
NFNJAJMK_17_1,245.25774,356.45172,340.23077,349.08594,373.78162,340.05258,338.17078,355.749,447.30997,425.04584,319.169
IKNLBCIC_18_79,219.77309,422.49652,350.11188,371.791,428.57764,385.7683,384.67975,449.6564,497.8216,518.53735,319.28763
DHIBOGDD_169_1,337.6893,431.71188,406.2237,408.49808,466.45322,450.67365,417.90552,458.31506,506.86453,510.65704,319.58194
GNKANFNI_17_14,203.58282,366.40558,319.66525,384.36475,448.85602,438.684,428.20752,421.03467,489.16223,459.94016,320.0412
APGDIBME_1_14,203.58282,366.40558,319.66525,384.36475,448.85602,438.684,428.20752,421.03467,489.16223,459.94016,320.0412
MBJKJAIA_613_1,377.89697,497.70935,478.81088,472.68158,496.55716,473.0149,478.4647,484.07498,505.9336,486.38754,321.89893
GKEFNFJJ_191_5,156.20708,344.46887,266.124,283.7783,382.59335,380.08655,344.92648,360.0306,420.83167,445.45096,321.94638
ICBCKKKK_185_44,296.3009,418.91095,321.44443,396.29962,491.40063,438.16418,419.49872,467.01245,475.84116,527.32385,322.87836
LAJLOBNE_215_6,250.34836,384.45422,346.6279,313.75128,394.26675,356.82214,360.76816,371.8486,432.89417,482.97958,322.99387
JKANDIBI_46_7,294.85968,395.22562,330.63568,353.07025,419.5767,367.60278,398.35397,359.6186,422.72763,471.26846,323.21716
ALECFFGP_94_4,295.20074,323.26932,294.042,336.7054,376.156,357.46597,358.9488,379.6632,437.58142,482.28793,323.92203
BMNDMLLO_81_4,193.79968,300.25186,270.7446,349.42026,365.7459,316.021,358.631,326.6524,417.88885,432.05637,325.31427
LFKANOBG_147_1,171.5448,373.40442,369.13498,372.80927,395.945,373.10825,394.4948,407.6132,465.95575,454.66858,326.08527
CHIBKKCF_249_4,379.26794,433.73007,365.42688,376.02466,443.03137,438.9185,472.2738,466.7946,499.66193,514.66943,326.22565
NKOFHIIF_531_9,154.63348,412.34286,302.07547,304.41367,422.19925,336.9154,329.55396,368.79572,439.73584,486.936,326.56516
CICNOPNC_148_2,226.00891,449.26944,333.15897,425.0876,423.65332,462.1197,462.30164,465.0536,487.4024,473.06888,326.93884
BLKNPGAP_110_15,97.54451,369.64752,285.9051,250.30215,406.53235,346.62787,347.33185,383.9849,464.69507,518.8819,326.96213
JEGBJGEC_124_10,103.7659,377.23785,216.78717,271.91095,361.4323,353.07025,390.23035,429.20175,494.83914,493.65494,328.18945
NLIOJFFK_44_39,441.28702,471.76166,378.64587,449.07703,469.49762,466.7077,479.56256,492.45834,497.0136,510.8225,328.78076
FFNJLNJA_18_67,392.9521,450.03125,394.3163,419.1208,451.3323,431.3496,434.10205,454.78375,508.72574,510.05536,328.8194
BMKALGPG_1031_4,330.7086,452.27747,348.00922,398.15555,404.12585,396.8455,376.95596,403.431,457.59668,496.80188,328.92365
LHGKDENN_98_19,467.23135,486.07605,489.35437,463.32407,498.7708,476.22217,445.90216,475.16702,456.0768,462.5379,329.21265
IDKIGBJD_168_5,171.19516,291.68674,248.90817,217.40413,299.38065,304.6789,309.40457,345.86792,482.70703,431.7797,329.4601
PJLGNEKC_56_9,335.46988,420.78687,413.9878,393.69244,439.8722,421.11646,394.3526,448.04437,487.34344,501.0529,329.93448
EAHMDHCB_21_1,219.98756,396.5685,371.24817,365.2501,421.67496,434.4843,425.14703,425.0297,500.56253,442.63953,330.68698
OHAGCPAB_196_4,341.8898,390.75632,345.89682,418.89935,436.15967,421.4023,391.5508,428.0282,492.96466,463.44757,330.68912
EBJGJGPE_487_2,265.11255,365.57297,347.92062,340.16208,392.5957,345.39584,360.99548,379.84375,450.62527,453.54144,331.95898
PAGHHCMK_39_5,89.471016,426.31818,248.93123,344.40326,389.86533,339.6784,342.90457,394.64392,489.87485,487.39383,332.73215
LALGEODK_15_62,248.70857,463.9049,412.75165,448.8004,469.05685,436.22617,454.8864,476.63312,501.70795,413.96375,333.06696
OLHBDDCL_19_1,348.0901,422.02264,389.07892,419.62662,399.91138,391.0304,395.87534,402.11453,491.61136,437.61276,333.21326
FJIODLBK_50_111,319.71454,379.819,375.55072,370.37195,406.5976,404.5759,412.0548,410.77527,494.02405,486.76996,333.99005
FGBPHCAI_72_17,354.12027,352.11044,317.9214,366.32587,381.1546,375.24075,351.39053,375.2936,441.46426,439.88138,334.06204
CNCNCCNP_227_4,273.36102,422.37952,333.89407,400.59247,444.8821,452.7587,464.1588,464.74277,510.93704,504.40326,334.63336
EIKHOBMN_34_12,409.9174,487.54495,416.6816,461.52484,447.99963,461.15564,483.7194,456.4234,484.9136,510.70944,334.66403
EOOHJCDJ_283_4,255.09732,375.42813,349.89218,342.83908,377.82938,367.19666,347.13474,362.4823,440.51724,458.0783,335.3755
OKHNMCAF_31_64,230.9368,391.7561,367.7193,403.14865,487.73633,511.3824,516.7961,486.91855,508.81848,529.1313,335.72372
KIMHDIKC_13_7,190.91743,469.69238,313.41348,375.44946,453.84268,456.5989,484.41522,494.02887,521.88556,482.64877,336.18158
BBBCDLJB_456_9,277.9162,326.26343,307.9708,333.90958,355.5944,309.7307,301.4661,345.63574,443.27872,429.64343,336.22733
NKNCIDFI_428_1,283.62195,395.7308,269.66473,319.78467,430.8366,362.53943,365.51535,412.23535,483.56732,469.5934,336.33215
HDCNPNCJ_28_16,285.352,448.74036,398.74738,483.61615,446.287,459.86578,449.65738,443.30365,472.26825,473.10153,336.8664
GJNOLOFI_197_13,284.51163,378.99792,313.64505,391.4633,394.06433,369.51273,400.76068,384.5597,463.94867,455.87567,338.78607
NNENBOCK_77_7,179.44446,302.80902,259.04352,224.16531,311.68225,306.3397,313.9859,350.5227,489.15628,434.36145,338.96176
NEFIDIMH_38_28,179.44446,302.80902,259.04352,224.16531,311.68225,306.3397,313.9859,350.5227,489.15628,434.36145,338.96176
MGGLONMC_44_9,179.44446,302.80902,259.04352,224.16531,311.68225,306.3397,313.9859,350.5227,489.15628,434.36145,338.96176
ICNECMED_168_11,358.5584,376.48468,400.29608,388.86493,399.53995,398.50974,416.01123,413.64767,506.73923,458.80835,339.06805
ADJEFGIL_9_6,284.96472,354.36914,331.96725,324.29715,384.23853,383.15356,358.62595,391.53796,507.89218,465.71893,341.48727
JECBHHKC_163_2,53.49312,384.68845,104.83027,214.8709,363.21277,350.62143,369.08182,459.95667,511.74896,526.3884,342.1097
JIPOEFDI_23_2,285.30817,465.78445,416.1476,444.37433,490.47736,456.908,447.25308,451.8853,501.13312,444.6098,342.462
ENCDCCNJ_257_3,293.62595,366.97903,316.87,374.3898,427.35626,415.28046,415.05124,418.89328,475.91272,476.2467,342.79135
JCAIBNCO_74_3,245.83684,369.59113,399.43887,367.36288,405.81445,392.01816,372.65112,416.66833,465.12662,474.31204,343.2604
HAEKJFGP_78_2,415.11597,503.00156,401.3708,501.99115,516.14246,505.81717,503.4126,507.81778,503.75757,492.16498,343.4823
ELAIDHFC_18_1,272.9503,379.505,397.73636,368.45636,406.38812,364.77698,387.6196,393.95255,473.75067,437.94595,344.0761
DFDIHNMG_192_4,299.9145,412.1128,392.79752,380.76276,402.99008,427.4562,405.44357,437.4336,520.5965,463.64062,344.94287
NKOFHIIF_752_3,299.9145,412.1128,392.79752,380.76276,402.99008,427.4562,405.44357,437.4336,520.5965,463.64062,344.94287
OOCMFLME_58_17,259.76807,377.84647,372.5428,355.4655,398.92056,402.66434,380.07373,390.81595,480.13495,462.31277,345.0746
LBJGNDLM_58_1,204.33545,381.48987,325.91,308.70203,361.8666,370.69644,364.47025,395.96115,436.68225,374.14856,345.09866
DCMKIBAL_34_5,185.91582,436.3285,362.4062,411.63986,487.4315,460.30487,449.65912,486.8427,513.44037,488.27676,345.51993
FBCGENOP_346_3,319.22867,485.82886,436.23956,448.28244,474.4253,457.50476,461.49896,457.7721,477.72675,467.73557,345.97754
CPPEEGKI_126_3,290.9014,406.42917,328.3356,417.70486,478.95523,487.79822,508.5133,467.3875,493.60327,513.77893,346.25665
PHKBGOOM_74_5,277.98206,412.73578,283.81503,406.08566,477.97192,446.24597,427.48758,455.08658,500.26257,515.85596,347.3718
KNIBKCOJ_192_2,75.47065,218.85818,241.45384,248.36299,366.65753,356.28003,388.51093,409.75,499.695,534.24176,348.55737
LHGKDENN_42_7,406.21375,427.9125,366.2719,404.23172,458.68054,417.92593,440.50925,429.4663,504.25946,453.2979,348.67773
FNJEANDP_364_3,235.99149,304.2908,305.08716,346.26178,364.1535,374.43103,353.8523,375.5163,453.03665,461.03827,348.84488
NBHHOGLK_65_2,376.35464,438.22913,451.21008,438.45197,458.01474,432.57535,444.02734,443.70718,498.938,510.59985,349.20245
PMJKNAEO_8_21,368.68082,294.0032,339.5569,389.82294,437.91638,478.1125,512.6815,482.8777,489.97913,500.50717,349.42972
NKNCIDFI_598_9,271.73328,324.3449,325.32874,338.4477,373.84576,326.25934,322.76712,354.22864,424.69528,406.57068,349.7911
LKACKFMG_27_37,335.54935,421.17865,399.4235,396.57413,429.8423,418.8387,383.4256,361.84445,469.4688,436.10883,350.17664
GGJMJOFG_53_10,335.54935,421.17865,399.4235,396.57413,429.8423,418.8387,383.4256,361.84445,469.4688,436.10883,350.17664
LKBPNCKB_239_10,328.3385,420.87976,397.1454,392.76447,428.89502,417.25385,381.81747,354.9687,465.698,432.24274,350.55066
PJACAEJC_217_1,341.1564,392.23633,388.13007,390.04858,398.9488,368.43994,376.1323,383.79205,459.74615,449.50073,350.794
HNCLEMDB_146_13,220.56238,356.74564,259.93774,502.6557,421.87686,434.4575,423.8176,420.9809,490.96732,505.86148,351.29324
ICNECMED_121_9,368.14236,425.48306,402.3193,450.64902,417.58585,440.229,359.6093,436.8208,481.081,483.36206,352.32294
MDJGNOFL_149_1,340.5393,456.0604,421.22662,429.9888,445.39536,434.20477,387.7087,416.13123,476.61493,433.20505,352.97717
PCNLCECH_92_1,362.94675,471.02393,453.68713,436.1715,417.46594,462.08398,430.4436,441.6349,474.1454,539.75146,353.1618
EHKJGOEI_468_5,312.92783,382.65582,323.83414,371.38205,402.55524,387.7745,412.93814,423.33118,459.31183,481.34265,353.462
NDFDGGDH_68_23,386.5254,451.4582,439.88272,420.73206,450.8444,459.14,439.30286,458.15674,497.39078,505.0878,353.57953
PMJKNAEO_6_36,249.62051,348.63913,300.21838,327.80624,398.0894,353.1344,335.24948,358.68158,447.3896,453.14655,354.4842
PNCLIAJG_8_2,181.95346,348.4389,305.35062,363.456,391.0997,335.61877,341.20157,366.46704,463.62332,462.87427,354.48947
FPKJGNPI_412_3,274.39755,380.24295,356.52072,326.7222,408.49512,400.27145,341.76794,422.43076,453.88672,465.09833,354.88483
DBCHONDG_295_6,271.71722,429.91187,380.08878,389.91577,462.39288,427.08066,448.76578,455.16074,497.15955,496.47293,355.42358
IAKFMJEM_183_8,305.25122,371.13306,323.7883,434.53705,418.65524,424.4867,436.31976,472.38278,492.8155,477.09753,356.16876
FKKLMBGH_13_122,268.41342,404.06223,353.27725,343.22296,387.54675,342.01688,326.01117,346.5543,456.47552,417.08954,356.20682
AALBNAMJ_30_8,281.0359,443.98203,397.0362,400.0202,447.32153,415.46185,408.0991,440.07217,491.28723,466.2246,356.3764
HOOJLFPK_26_13,258.34467,396.50122,324.7439,374.1806,415.43146,373.9038,387.7154,401.17233,443.27972,448.78046,356.99567
ABPACAOB_232_5,339.58887,453.2518,424.83472,486.14005,483.66925,485.36166,471.72116,474.81683,490.36227,527.07294,357.4282
BIGHILKH_237_1,321.7375,478.3577,421.7452,412.9566,483.67072,459.50156,416.55783,446.52197,455.74905,482.20544,357.47058
LDFDGFAA_297_3,316.17484,433.16385,425.3225,425.043,451.7983,428.2564,428.51904,443.47543,478.27087,486.37643,358.12415
APLIPKFB_18_25,271.1486,333.05542,339.70825,370.77936,396.70914,398.2673,386.26706,396.69882,467.8729,466.04904,358.50345
LAEAKBMI_238_1,183.1358,379.45004,340.38046,357.5209,423.56354,392.42206,371.1396,392.69543,454.2678,481.29645,358.9933
MJHGFBCG_160_37,122.51915,353.5043,284.62302,261.0536,339.80576,331.57892,310.4918,379.56345,425.1088,355.10693,358.99893
LHGBMGDM_406_1,292.8888,483.64505,389.91034,425.1136,501.96472,481.89783,496.54724,489.7538,524.0688,512.337,359.41284
HBGCNCHA_7_5,368.45728,410.70706,347.23163,375.962,454.05493,419.27963,421.54297,442.67438,525.5611,483.0531,360.11884
GGCFKADC_327_1,339.89386,456.68103,402.43295,408.70322,406.558,430.8445,380.25494,474.8165,486.72504,495.9713,360.15997
EIKHOBMN_3_1,204.88545,478.75842,430.03464,488.31027,482.71387,501.25238,465.5081,518.54095,511.4908,478.03183,360.57324
IHHJCMMD_9_4,251.37613,429.2144,448.30923,449.41382,470.04764,445.98376,461.37354,432.96912,497.9681,501.85474,360.66077
FMNJNAMI_146_6,420.07193,442.3685,440.7468,446.5561,459.0814,459.2197,444.70078,453.93573,500.38922,480.53735,361.40396
LNHIFBOF_91_5,302.30573,452.17487,412.46494,387.61722,495.33694,512.5277,498.38965,503.0512,518.3154,500.607,362.29675
LFKANOBG_139_10,397.8712,463.37573,434.59756,473.6471,459.90222,433.13394,446.9361,454.1488,482.20566,479.13135,363.3014
HDEKGLIK_228_3,335.14935,477.23212,341.45462,466.0465,512.2421,483.36862,470.9779,476.02112,499.70395,514.968,366.1769
KFOBHDBC_513_2,409.54672,471.5499,432.50555,474.41122,470.633,462.6525,472.8264,479.7206,503.0024,525.86316,366.26608
IPCMLAMI_131_12,397.3522,427.41248,415.29092,452.95023,466.49194,448.67386,424.13663,444.70813,483.63724,477.6111,366.98837
EAHMDHCB_70_30,262.86044,450.34146,380.46765,384.16675,463.11057,407.6902,414.3759,445.54678,482.1291,509.1921,368.2211
FFGAEJMC_46_75,262.86044,450.34146,380.46765,384.16675,463.11057,407.6902,414.3759,445.54678,482.1291,509.1921,368.2211
KHHHKCJG_227_1,480.29193,474.2853,473.7312,490.4289,495.1997,491.35806,472.42856,486.9556,497.1681,511.4227,369.01273
EHKJGOEI_17_2,354.73083,451.14078,453.4813,441.62454,466.3841,443.3202,428.1984,432.44064,522.7061,503.2456,370.1433
AMHNPNDE_87_5,312.95383,487.91266,413.66144,407.71964,455.50613,445.39188,432.11887,462.044,507.35223,470.81332,370.19913
JGAODFDO_14_2,307.87616,416.20963,451.48718,389.18146,454.18018,418.07916,417.13324,442.31244,452.90164,516.5268,370.57703
BKLBJKCE_140_5,231.59343,474.27454,289.64633,338.88245,466.36597,410.0299,412.6883,470.76633,451.97055,518.68097,370.7926
FPNGPMKE_109_4,319.174,443.7118,453.80472,441.016,443.89133,429.9553,435.97604,441.59314,469.943,543.6392,370.7974
AOLGDHFD_212_11,339.50128,360.47397,327.02856,366.26108,397.73434,369.34772,339.49014,350.28177,450.58203,438.03754,370.92273
FIJJPHGJ_138_1,332.69412,359.3338,364.82642,403.973,421.19818,414.44592,410.0724,408.84122,484.63132,488.31573,370.95126
EKBDCPHF_24_14,348.97614,400.7064,362.88837,362.28912,413.2524,376.57016,374.63443,390.05222,479.08728,472.13583,371.65048
EJEDHMNO_255_1,432.86575,454.66946,467.78656,446.3921,468.51096,456.9119,447.2426,459.85107,464.79663,464.8086,371.94882
KOOHGOLM_320_1,437.47244,458.5528,449.52655,440.5184,469.23962,451.58682,460.2322,469.1079,499.54538,451.82962,371.9767
JCKFNMMM_90_1,333.87006,458.46594,369.61584,421.68777,500.72473,461.27527,456.85498,479.26306,497.706,502.13333,372.17575
JDINJJPO_7_2,250.88544,395.46838,384.34277,353.15747,391.78314,389.9774,367.31558,390.20728,451.8976,428.7541,372.25
GAFJMEOH_68_7,269.2221,464.0533,410.325,441.60718,448.42773,461.33902,471.28168,452.89294,511.76096,498.6862,372.4094
KKKAIPPD_16_2,279.79987,382.42386,367.36304,376.18924,401.3959,366.73465,344.14685,398.39,465.836,457.51886,372.8606
LLAKNECE_83_2,305.88602,444.93265,326.48883,385.3777,437.62976,443.94388,444.4783,447.74872,502.9912,512.9119,373.2205
AMCEHCFD_139_45,289.92548,361.94366,343.69272,360.5441,381.09842,375.219,390.86658,419.43988,479.10513,499.1228,373.22583
KNGHPBFF_207_14,289.92548,361.94366,343.69272,360.5441,381.09842,375.219,390.86658,419.43988,479.10513,499.1228,373.22583
KDPMIDBH_236_2,219.4413,427.47318,454.72223,440.9204,436.59662,430.77188,424.34042,431.8454,504.79248,436.06,373.85538
PINHJFLC_508_5,317.73865,357.2444,360.9795,376.85406,377.77576,360.65085,351.61633,360.2528,448.09222,459.72055,374.10782
AMGCNGIF_35_5,336.62708,382.3333,324.3213,392.54068,431.00006,438.39658,438.33118,435.23914,473.44348,476.1526,374.2739
MJNBCPKI_33_10,251.40543,469.8188,351.48682,392.40588,432.5896,386.2077,403.68182,515.7929,538.3968,537.9368,374.3002
NNIJCGEL_214_2,273.471,429.0796,447.899,469.53372,419.21954,459.09793,449.88507,423.67584,461.83417,465.05444,374.3232
NNIJCGEL_267_22,392.93762,407.20517,399.46255,403.07248,424.48767,421.91687,340.89212,427.1361,475.46503,479.90625,375.4937
GEAAAAEN_30_30,253.55698,468.05795,426.53702,417.66196,458.66843,410.00662,408.1541,451.49615,514.4187,483.2854,375.95172
FLFHMAHC_168_4,350.87167,464.42297,400.7853,460.0599,423.12704,450.40173,409.8354,457.25827,467.6127,488.84766,376.23328
PCFAOBBO_332_1,283.12662,435.53415,372.19577,421.19403,437.2389,423.13358,377.87994,395.70782,414.09378,504.58923,376.30927
INCGMNIA_335_1,334.63568,453.09097,460.42014,442.2903,444.12537,438.7989,439.04596,442.62698,468.29422,539.6243,376.38092
