Metagenome,MAG_ID,BGC_ID,class,Predicted product,TPM,Domain,Phylum,Class,Order,Family,Genus,Species
M39,Aegir_M39_B108,ELMMPHKD_253.region001,Other,hserlactone,639.5035819,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B108,ELMMPHKD_43.region001,RiPP,RiPP-like,347.3180312,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B109,ICBCKKKK_35.region001,Other,betalactone,1144.716959,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,
M39,Aegir_M39_B109,ICBCKKKK_30.region001,Other,hydrogen-cyanide,1062.859562,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,
M39,Aegir_M39_B109,ICBCKKKK_16.region001,RiPP,RRE-containing,921.7832588,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,
M39,Aegir_M39_B11,KAPCIHNN_34.region001,RiPP,RRE-containing,148.9995911,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
M39,Aegir_M39_B11,KAPCIHNN_38.region001,Terpene,Terpene generic,142.5005199,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
M39,Aegir_M39_B110,BFEMGKGJ_12.region001,NRP,NRPS-like,458.6699247,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B110,BFEMGKGJ_41.region001,RiPP,ranthipeptide,313.1338594,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B110,BFEMGKGJ_46.region001,RiPP,RRE-containing,229.4233783,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B110,BFEMGKGJ_104.region001,Terpene,Terpene generic,179.7286309,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B110,BFEMGKGJ_125.region001,Other,arylpolyene,125.1145885,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B111,EOABJBEP_289.region001,Other,resorcinol,884.3846697,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,CAJXQU01 sp026984275
M39,Aegir_M39_B112,ICNECMED_87.region001,NRP,NRP generic,337.5039227,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
M39,Aegir_M39_B112,ICNECMED_130.region001,NRP,NRP generic,213.6435296,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
M39,Aegir_M39_B112,ICNECMED_48.region001,Hybrid,NRPS:T1PKS,173.8160523,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
M39,Aegir_M39_B117,IAKFMJEM_44.region001,Other,betalactone,2016.678077,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
M39,Aegir_M39_B117,IAKFMJEM_253.region001,Other,hserlactone,1675.78281,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
M39,Aegir_M39_B117,IAKFMJEM_197.region001,Other,hserlactone,1631.284772,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
M39,Aegir_M39_B117,IAKFMJEM_125.region001,Other,hserlactone,1425.714902,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
M39,Aegir_M39_B120,EEAGJODL_184.region001,NRP,NRPS-like,3311.952131,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_366.region001,RiPP,RiPP-like,1220.908776,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_216.region001,Polyketide,hglE-KS,650.376639,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_140.region001,Terpene,Terpene generic,533.5532381,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_240.region001,Polyketide,T1PKS,434.0509458,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_210.region001,NRP,NRPS-like,398.1144061,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_89.region001,Terpene,Terpene generic,174.731159,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B120,EEAGJODL_247.region001,RiPP,lassopeptide,118.8905893,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,JAUIBR01,
M39,Aegir_M39_B121,JGGEIKLM_42.region001,RiPP,RRE-containing,1160.272557,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
M39,Aegir_M39_B122,FJKJBIGP_155.region001,RiPP,RRE-containing,279.9992759,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B122,FJKJBIGP_58.region001,RiPP,RRE-containing,76.33459733,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B123,GAPCFIGP_110.region001,Other,hydrogen-cyanide,420.4571414,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B123,GAPCFIGP_13.region001,Other,hydrogen-cyanide,351.6322802,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B123,GAPCFIGP_133.region001,RiPP,RiPP-like,113.3758826,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B123,GAPCFIGP_23.region001,RiPP,RiPP-like,93.3339195,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B123,GAPCFIGP_126.region001,RiPP,RiPP-like,75.64196893,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B123,GAPCFIGP_97.region001,Terpene,Terpene generic,62.20564638,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
M39,Aegir_M39_B128,EBJAGHMO_62.region001,Other,betalactone,559.3602822,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
M39,Aegir_M39_B128,EBJAGHMO_9.region001,Other,hserlactone,375.7046281,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
M39,Aegir_M39_B128,EBJAGHMO_92.region001,Other,hserlactone,360.2311591,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
M39,Aegir_M39_B128,EBJAGHMO_93.region001,Other,hserlactone,301.395844,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
M39,Aegir_M39_B128,EBJAGHMO_34.region001,Terpene,Terpene generic,229.5225809,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
M39,Aegir_M39_B129,OLACNJPO_243.region001,Hybrid,lassopeptide:RRE-containing,137.7970207,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M39,Aegir_M39_B130,JFCMDGKC_252.region001,Polyketide,hglE-KS,236.6807317,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,
M39,Aegir_M39_B130,JFCMDGKC_107.region001,Other,arylpolyene,64.52527543,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,
M39,Aegir_M39_B130,JFCMDGKC_195.region001,Other,arylpolyene,24.03862224,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,
M39,Aegir_M39_B131,GCPFHCHN_440.region001,Polyketide,HR-T2PKS,61.06697671,Bacteria,Armatimonadota,Zipacnadia,Zipacnadales,FEN-943,JAKORR01,
M39,Aegir_M39_B134,LCJGCDAJ_109.region001,RiPP,RiPP-like,278.4071086,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M39,Aegir_M39_B134,LCJGCDAJ_79.region001,Terpene,Terpene generic,52.94124665,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M39,Aegir_M39_B135,HPJDLMAJ_252.region001,Polyketide,hglE-KS,102.0313345,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,,
M39,Aegir_M39_B135,HPJDLMAJ_448.region001,RiPP,thiopeptide,77.75861701,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,,
M39,Aegir_M39_B136,IGJLCKIK_46.region001,Other,betalactone,998.9577097,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
M39,Aegir_M39_B136,IGJLCKIK_4.region001,RiPP,RRE-containing,979.5189507,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
M39,Aegir_M39_B136,IGJLCKIK_8.region001,Hybrid,arylpolyene:resorcinol,787.0068426,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
M39,Aegir_M39_B136,IGJLCKIK_38.region001,Hybrid,arylpolyene:resorcinol,718.0472563,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
M39,Aegir_M39_B136,IGJLCKIK_8.region002,RiPP,RiPP-like,541.4640927,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
M39,Aegir_M39_B138,DACILNEH_30.region001,RiPP,RiPP-like,413.5324846,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
M39,Aegir_M39_B138,DACILNEH_70.region001,RiPP,redox-cofactor,368.9711634,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
M39,Aegir_M39_B138,DACILNEH_24.region001,RiPP,RiPP-like,285.5825496,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
M39,Aegir_M39_B138,DACILNEH_13.region001,Terpene,Terpene generic,180.4413558,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
M39,Aegir_M39_B138,DACILNEH_54.region001,Other,phosphonate,73.96931191,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
M39,Aegir_M39_B139,KPGNBPHH_28.region001,Terpene,Terpene generic,193.0928323,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
M39,Aegir_M39_B140,MHDDIMKH_122.region001,Other,arylpolyene,1102.199815,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M39,Aegir_M39_B140,MHDDIMKH_109.region001,NRP,NRP generic,1057.634381,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M39,Aegir_M39_B140,MHDDIMKH_115.region001,Terpene,Terpene generic,87.80627348,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
M39,Aegir_M39_B141,FDIMNBAG_415.region001,Terpene,Terpene generic,223.971222,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_121.region001,Hybrid,hglE-KS:T1PKS,125.8007838,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_21.region001,Hybrid,hglE-KS:T1PKS,81.23609182,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B141,FDIMNBAG_232.region001,Polyketide,T1PKS,14.1804491,Bacteria,Desulfobacterota,DSWW01,DSWW01,DSWW01,,
M39,Aegir_M39_B142,GEPOGDIE_170.region001,RiPP,ranthipeptide,118.1930979,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
M39,Aegir_M39_B143,NFGOFIFO_351.region001,NRP,NRP generic,103.1073473,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_498.region001,NRP,NRP generic,57.27889855,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_179.region001,NRP,NRP generic,45.37511435,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_301.region001,NRP,NRP generic,41.8451772,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_207.region001,NRP,NRP generic,41.02407599,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_135.region001,NRP,NRP generic,36.83711078,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_511.region001,NRP,NRPS-like,36.41940156,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B143,NFGOFIFO_568.region001,NRP,NRP generic,22.09492108,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
M39,Aegir_M39_B144,LEDLLEGN_58.region001,RiPP,RiPP-like,4234.234457,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M39,Aegir_M39_B144,LEDLLEGN_43.region001,RiPP,RRE-containing,3272.929537,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M39,Aegir_M39_B145,IJCCDICF_112.region001,RiPP,RiPP-like,570.1155492,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_427.region001,NRP,NRPS-like,85.82961211,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_51.region001,NRP,NRP generic,75.09727498,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_139.region001,NRP,NRP generic,69.48175528,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B145,IJCCDICF_402.region001,Terpene,Terpene generic,20.86939057,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M39,Aegir_M39_B146,OICIJIOO_157.region001,Other,hserlactone,6949.142705,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_58.region001,Terpene,Terpene generic,1451.631565,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_10.region001,NRP,NRPS-like,1351.253236,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_144.region001,Other,betalactone,1253.692278,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B146,OICIJIOO_39.region001,RiPP,RiPP-like,1123.172062,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395
M39,Aegir_M39_B147,FKCHBHNE_67.region001,RiPP,RiPP-like,1690.856966,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
M39,Aegir_M39_B147,FKCHBHNE_74.region001,Other,nucleoside,549.8148986,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
M39,Aegir_M39_B148,KAEGOJLK_584.region001,NRP,NRP generic,34.56747129,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
M39,Aegir_M39_B149,EDJGDHEF_149.region001,Other,hserlactone,1518.331003,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M39,Aegir_M39_B149,EDJGDHEF_50.region001,Other,hserlactone,1187.231685,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M39,Aegir_M39_B15,JKANDIBI_16.region001,Polyketide,T3PKS,163.0417187,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_276.region001,NRP,NRP generic,156.0498443,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_129.region001,Hybrid,NRPS:T1PKS,63.11118529,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_61.region001,NRP,NRP generic,47.8065533,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B15,JKANDIBI_105.region001,Hybrid,NRPS:T1PKS,43.88892417,Bacteria,Zhuqueibacterota,Zhuqueibacteria,Residuimicrobiales,Krinioviventaceae,JAJRST01,
M39,Aegir_M39_B151,FCBIIHDP_89.region001,RiPP,RRE-containing,109.2833479,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B151,FCBIIHDP_125.region001,Terpene,Terpene generic,66.09518125,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B151,FCBIIHDP_57.region001,RiPP,RRE-containing,60.14044119,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
M39,Aegir_M39_B153,FNBCAEOK_891.region001,Other,phosphonate,107.1719266,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B153,FNBCAEOK_726.region001,Other,resorcinol,101.3315311,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B153,FNBCAEOK_519.region001,Polyketide,T3PKS,94.4235443,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,JAWKNZ01,
M39,Aegir_M39_B154,IPGEANND_9.region001,RiPP,RRE-containing,216.5131732,Bacteria,Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
M39,Aegir_M39_B154,IPGEANND_7.region001,Other,hydrogen-cyanide,174.4584356,Bacteria,Krumholzibacteriota,Krumholzibacteriia,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
M39,Aegir_M39_B155,KKPGHLON_31.region001,Terpene,Terpene generic,869.046966,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
M39,Aegir_M39_B155,KKPGHLON_124.region001,Polyketide,T3PKS,571.0289859,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
M39,Aegir_M39_B156,ALMMFMMH_12.region001,RiPP,LAP,202.0164617,Bacteria,Patescibacteriota,Minisyncoccia,Minisyncoccales,JAGGXC01,JAGGXC01,
M39,Aegir_M39_B158,DAIGHAGO_238.region001,RiPP,RRE-containing,1463.920762,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B158,DAIGHAGO_373.region001,RiPP,RiPP-like,126.6676315,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B159,LKLMGDAM_249.region001,RiPP,RRE-containing,102.1253726,Bacteria,Planctomycetota,SZUA-567,JAFGGJ01,JAFGGJ01,,
M39,Aegir_M39_B16,LAEAKBMI_163.region001,RiPP,RiPP-like,376.8912559,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M39,Aegir_M39_B16,LAEAKBMI_422.region001,Terpene,Terpene generic,35.29978631,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M39,Aegir_M39_B160,ENHKGPJA_326.region001,RiPP,RiPP-like,450.7363901,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_29.region001,RiPP,RRE-containing,160.8993648,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_248.region001,RiPP,RRE-containing,158.1746996,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B160,ENHKGPJA_324.region001,RiPP,RRE-containing,122.2350019,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,
M39,Aegir_M39_B161,EACKFKNK_97.region001,RiPP,RiPP-like,523.3432038,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
M39,Aegir_M39_B161,EACKFKNK_79.region001,Other,betalactone,341.9099749,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
M39,Aegir_M39_B163,GPNINHOO_24.region001,Terpene,Terpene generic,700.1960773,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
M39,Aegir_M39_B164,PNPOMJDI_313.region001,RiPP,ranthipeptide,124.3502595,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
M39,Aegir_M39_B166,GHHMGHBK_99.region001,Other,hserlactone,520.6192703,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_54.region001,Terpene,Terpene generic,253.7327444,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_53.region001,Hybrid,NRPS:lanthipeptide,242.3157222,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B166,GHHMGHBK_117.region001,RiPP,RiPP-like,184.9678685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M39,Aegir_M39_B167,NKOFHIIF_622.region001,RiPP,RRE-containing,870.939885,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
M39,Aegir_M39_B168,CPJGGNFP_72.region001,Other,phosphonate,275.4370483,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
M39,Aegir_M39_B17,CBJJPFKK_13.region001,Polyketide,T3PKS,346.0900758,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,
M39,Aegir_M39_B170,FJOFPHMJ_17.region001,Terpene,Terpene generic,259.1300207,Bacteria,Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,CAIOZA01,
M39,Aegir_M39_B171,EIKHOBMN_203.region001,RiPP,RiPP-like,623.3813178,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
M39,Aegir_M39_B172,EBJEFPEO_44.region001,Polyketide,T3PKS,902.8049351,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B172,EBJEFPEO_13.region001,RiPP,RiPP-like,704.7300228,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B172,EBJEFPEO_4.region001,Terpene,Terpene generic,676.788516,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
M39,Aegir_M39_B173,LOGKCIHJ_109.region001,Terpene,Terpene generic,433.2389898,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,S016-54,
M39,Aegir_M39_B174,PAJIPFJH_161.region001,Hybrid,hglE-KS:T1PKS,264.2875415,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_141.region001,NRP,NRP generic,184.1234152,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_122.region001,RiPP,RRE-containing,166.9603655,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_32.region001,Other,hserlactone,147.7413723,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B174,PAJIPFJH_84.region001,RiPP,RiPP-like,86.60780775,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
M39,Aegir_M39_B175,JCDKLONH_37.region001,RiPP,RiPP-like,18.41855539,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,,
M39,Aegir_M39_B178,AIAADNBJ_180.region001,Polyketide,T3PKS,152.1844588,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_205.region001,Other,resorcinol,127.7812809,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_15.region001,NRP,NRPS-like,124.5176161,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_148.region001,NRP,NRP generic,118.9677717,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_43.region001,Terpene,Terpene generic,101.3361646,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
M39,Aegir_M39_B178,AIAADNBJ_131.region001,RiPP,RiPP-like,61.04454829,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,JBBDIB01,
