Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M36,Aegir_M36_B36,1,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,JBDOIF01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__DUEL01;g__JBDOIF01;s__
M36,Aegir_M36_B37,1,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JALXEW01,JALXEW01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__JALXEW01;g__JALXEW01;s__
M36,Aegir_M36_B38,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiosulfativibrio;s__
M36,Aegir_M36_B39,1,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,JAMOQM01,JAMOQM01,0,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__JAMOQM01;g__JAMOQM01;s__
M36,Aegir_M36_B4,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__
M36,Aegir_M36_B40,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M36,Aegir_M36_B41,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
M36,Aegir_M36_B42,4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
M36,Aegir_M36_B43,8,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,CALHXW01,0,d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__CALHXW01;s__
M36,Aegir_M36_B44,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter amoris
M36,Aegir_M36_B45,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__;s__
M36,Aegir_M36_B46,10,Bacteria,Myxococcota,UBA727,UBA727,JAUIJE01,0,0,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__JAUIJE01;g__;s__
M36,Aegir_M36_B47,0,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,0,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__
M36,Aegir_M36_B48,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__
M36,Aegir_M36_B49,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__
M36,Aegir_M36_B5,3,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,0,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__
M36,Aegir_M36_B50,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAKISE01;s__
M36,Aegir_M36_B51,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__
M36,Aegir_M36_B52,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__JANTGR01;s__
M36,Aegir_M36_B53,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949725,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp030949725
M36,Aegir_M36_B54,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M36,Aegir_M36_B55,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__JAADEQ01;s__
M36,Aegir_M36_B56,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Putridiphycobacter;s__
M36,Aegir_M36_B57,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M36,Aegir_M36_B58,2,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__S016-13;s__
M36,Aegir_M36_B59,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M36,Aegir_M36_B6,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
M36,Aegir_M36_B60,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__JAUXCJ01;s__
M36,Aegir_M36_B61,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,JALVQM01,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__JALVQM01;s__
M36,Aegir_M36_B62,4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,DYSN01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__DYSN01;s__
M36,Aegir_M36_B63,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__
M36,Aegir_M36_B64,14,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__JACKEQ01;s__
M36,Aegir_M36_B65,3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__JAADGE01;s__
M36,Aegir_M36_B66,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__
M36,Aegir_M36_B67,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M36,Aegir_M36_B68,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__S143-33;s__
M36,Aegir_M36_B69,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Parvicellaceae;g__S010-51;s__
M36,Aegir_M36_B7,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__
M36,Aegir_M36_B70,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__B4-G1;g__JALWUZ01;s__
M36,Aegir_M36_B71,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__
M36,Aegir_M36_B72,2,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__B11-G9;f__B11-G9;g__S145-15;s__
M36,Aegir_M36_B73,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__WTBX01;s__WTBX01 sp030949405
M36,Aegir_M36_B8,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__CG2-30-33-31;s__
M36,Aegir_M36_B9,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M37,Aegir_M37_B1,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__
M37,Aegir_M37_B10,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__
M37,Aegir_M37_B11,3,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,0,0,d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__Zapsychraceae;g__;s__
M37,Aegir_M37_B12,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
M37,Aegir_M37_B13,1,Bacteria,Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,JAXGMQ01,0,d__Bacteria;p__Caldisericota;c__Caldisericia;o__JAAYUI01;f__JAAYUI01;g__JAXGMQ01;s__
M37,Aegir_M37_B14,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M37,Aegir_M37_B15,2,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,0,d__Bacteria;p__PUNC01;c__Erginobacteria;o__Erginobacterales;f__Erginobacteraceae;g__CAKZYZ01;s__
M37,Aegir_M37_B16,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;s__
M37,Aegir_M37_B17,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__
M37,Aegir_M37_B18,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__DROE01;s__
M37,Aegir_M37_B19,3,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JANQFR01,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JANQFR01;s__
M37,Aegir_M37_B2,2,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,0,0,d__Bacteria;p__UBA10199;c__UBA10199;o__2-02-FULL-44-16;f__JAAZCA01;g__;s__
M37,Aegir_M37_B20,1,Bacteria,Patescibacteriota,Minisyncoccia,Moranbacterales,DUUL01,0,0,d__Bacteria;p__Patescibacteriota;c__Minisyncoccia;o__Moranbacterales;f__DUUL01;g__;s__
M37,Aegir_M37_B21,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,0,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__;g__;s__
M37,Aegir_M37_B22,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__HyVt-477;s__
M37,Aegir_M37_B23,6,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__
M37,Aegir_M37_B24,2,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__SpSt-1165;s__
M37,Aegir_M37_B25,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__JAKISE01;s__
M37,Aegir_M37_B26,1,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,SPBW01,0,d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__SPBW01;s__
M37,Aegir_M37_B27,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
M37,Aegir_M37_B28,1,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,NaphS2,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__NaphS2;s__
M37,Aegir_M37_B29,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__
M37,Aegir_M37_B3,1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,0,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SM23-30;g__;s__
M37,Aegir_M37_B30,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__
M37,Aegir_M37_B31,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__JANTGR01;s__
M37,Aegir_M37_B32,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP181;s__
M37,Aegir_M37_B33,0,Bacteria,Patescibacteriota,Gracilibacteria,UBA1369,UBA1369,0,0,d__Bacteria;p__Patescibacteriota;c__Gracilibacteria;o__UBA1369;f__UBA1369;g__;s__
M37,Aegir_M37_B34,1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,Anaerobacaceae,Anaerobaca,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerobacaceae;g__Anaerobaca;s__
M37,Aegir_M37_B35,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M37,Aegir_M37_B36,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M37,Aegir_M37_B37,4,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,0,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__LD1-PB3_B;f__Lenti-01;g__;s__
M37,Aegir_M37_B38,1,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGNG01,JAFGNG01,0,d__Bacteria;p__Planctomycetota;c__SZUA-567;o__SZUA-567;f__JAFGNG01;g__JAFGNG01;s__
M37,Aegir_M37_B39,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__
M37,Aegir_M37_B4,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__
M37,Aegir_M37_B40,5,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,0,d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Sabulitectum;s__
M37,Aegir_M37_B41,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__B16-G9;s__
M37,Aegir_M37_B42,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__
M37,Aegir_M37_B43,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M37,Aegir_M37_B44,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__
M37,Aegir_M37_B45,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,UBA2779,UBA2779,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales_E;f__UBA2779;g__UBA2779;s__
M37,Aegir_M37_B46,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__
M37,Aegir_M37_B47,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M37,Aegir_M37_B48,0,Archaea,Nanobdellota,Nanobdellia,Woesearchaeales,BS150m-G63,JAGLOT01,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Woesearchaeales;f__BS150m-G63;g__JAGLOT01;s__
M37,Aegir_M37_B49,3,Bacteria,Spirochaetota,UBA4802,UBA4802,UBA5550,0,0,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__
M37,Aegir_M37_B5,3,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,0,0,d__Bacteria;p__UBA3054;c__UBA3054;o__UBA3054;f__B51-G9;g__;s__
M37,Aegir_M37_B50,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__JBALVT01;s__
M37,Aegir_M37_B51,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__
M37,Aegir_M37_B52,0,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,JAJRQE01,0,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__B11-G9;f__B11-G9;g__JAJRQE01;s__
M37,Aegir_M37_B53,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__GCA-002793235;s__
M37,Aegir_M37_B54,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2711565,GCA-2711565,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2711565;g__GCA-2711565;s__
M37,Aegir_M37_B55,6,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,0,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Sulfomarinibacteraceae;g__JAHECW01;s__
M37,Aegir_M37_B56,4,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosalsimonadaceae;g__SURF-3;s__
M37,Aegir_M37_B6,7,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__CAJXQU01;f__CAJXQU01;g__CAJXQU01;s__
M37,Aegir_M37_B7,6,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__JBCCRV01;s__
M37,Aegir_M37_B8,2,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__S016-13;s__
M37,Aegir_M37_B9,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__
M38,Aegir_M38_B1,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__
M38,Aegir_M38_B10,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__
M38,Aegir_M38_B100,0,Bacteria,Actinomycetota,CAJVYJ01,CAJVYJ01,JAUVQD01,JAUXSL01,0,d__Bacteria;p__Actinomycetota;c__CAJVYJ01;o__CAJVYJ01;f__JAUVQD01;g__JAUXSL01;s__
M38,Aegir_M38_B101,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__GCA-002733465;s__
M38,Aegir_M38_B102,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,CAMZKQ01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JAADGE01;g__CAMZKQ01;s__
M38,Aegir_M38_B103,8,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA10329;f__UBA10329;g__;s__
M38,Aegir_M38_B104,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__
M38,Aegir_M38_B105,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M38,Aegir_M38_B106,1,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,QQUK01,0,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__QQUK01;s__
