Metagenome,MAG,BGC,class,Predicted product,Length (kb),Number of genes,Domain,Phylum,Class,Order,Family,Genus,Species
M38,Aegir_M38_B43,NPMKINEH_141.region001,Other,arylpolyene,21.76,25,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,0
M38,Aegir_M38_B43,NPMKINEH_226.region001,NRP,NRP generic,9.86,2,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,0
M38,Aegir_M38_B44,FIGLHJNH_12.region001,Other,arylpolyene,20.62,25,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B44,FIGLHJNH_16.region001,RiPP,RiPP-like,11.64,9,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B44,FIGLHJNH_83.region001,RiPP,RRE-containing,20.24,16,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B45,PDGCENIA_65.region001,Terpene,Terpene generic,16.99,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M38,Aegir_M38_B45,PDGCENIA_280.region001,NRP,NRPS-like,10.96,13,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M38,Aegir_M38_B45,PDGCENIA_181.region001,RiPP,RiPP-like,6.6,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M38,Aegir_M38_B46,GILEGNBK_184.region001,Terpene,Terpene generic,7.49,6,Bacteria,PUNC01,Erginobacteria,Erginobacterales,Erginobacteraceae,CAKZYZ01,0
M38,Aegir_M38_B47,IIPPKAGC_14.region001,RiPP,RiPP-like,10.46,8,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B49,KHHHKCJG_19.region001,Other,hydrogen-cyanide,10.23,7,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,0
M38,Aegir_M38_B49,KHHHKCJG_249.region001,RiPP,RiPP-like,11.73,7,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,0
M38,Aegir_M38_B49,KHHHKCJG_257.region001,RiPP,RiPP-like,11.76,9,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,0
M38,Aegir_M38_B50,ONIMNOCE_16.region001,RiPP,RiPP-like,11.75,9,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M38,Aegir_M38_B50,ONIMNOCE_75.region001,RiPP,RiPP-like,10.43,11,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M38,Aegir_M38_B52,GCJABBPA_119.region001,Polyketide,T3PKS,41.06,35,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,0
M38,Aegir_M38_B52,GCJABBPA_134.region001,Terpene,Terpene generic,4.6,5,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,0
M38,Aegir_M38_B52,GCJABBPA_57.region001,Hybrid,NRPS-like:T1PKS,32.11,20,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,0
M38,Aegir_M38_B53,PEHBDAKJ_4.region001,RiPP,RiPP-like,10.01,6,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,0
M38,Aegir_M38_B53,PEHBDAKJ_88.region001,RiPP,RiPP-like,4.74,5,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,0
M38,Aegir_M38_B54,IPCMLAMI_124.region001,RiPP,RRE-containing,8.19,10,Bacteria,CAIWAD01,CAIWAD01,CAIWAD01,CAIWAD01,JAUIFJ01,0
M38,Aegir_M38_B54,IPCMLAMI_199.region001,Terpene,Terpene generic,8.5,8,Bacteria,CAIWAD01,CAIWAD01,CAIWAD01,CAIWAD01,JAUIFJ01,0
M38,Aegir_M38_B57,ENFPJDJP_123.region001,Terpene,Terpene generic,11.97,11,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B57,ENFPJDJP_372.region001,Terpene,Terpene generic,4.33,2,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B57,ENFPJDJP_571.region001,Other,other,3.65,5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B57,ENFPJDJP_700.region001,Polyketide,T1PKS,9.24,1,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B57,ENFPJDJP_706.region001,Terpene,Terpene generic,3.67,3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B57,ENFPJDJP_715.region001,NRP,NRPS-like,12.22,10,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,JAZFUB01,0
M38,Aegir_M38_B6,LPEMMCJN_63.region001,RiPP,RRE-containing,11.16,8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M38,Aegir_M38_B61,EHKJGOEI_623.region001,Other,hserlactone,9.15,8,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,0
M38,Aegir_M38_B64,NAOKMLNH_135.region001,RiPP,LAP,8.11,7,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0
M38,Aegir_M38_B64,NAOKMLNH_36.region001,RiPP,RiPP-like,9.6,6,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0
M38,Aegir_M38_B64,NAOKMLNH_48.region001,RiPP,RiPP-like,7.87,8,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0
M38,Aegir_M38_B64,NAOKMLNH_87.region001,Polyketide,T3PKS,10.91,11,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0
M38,Aegir_M38_B64,NAOKMLNH_95.region001,Polyketide,hglE-KS,42.21,21,Bacteria,Bdellovibrionota_B,Oligoflexia,Oligoflexales,JAWKNZ01,0,0
M38,Aegir_M38_B66,EMLCJMHO_100.region001,NRP,NRP generic,22.71,10,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,0
M38,Aegir_M38_B66,EMLCJMHO_126.region001,Hybrid,arylpolyene:resorcinol,29.11,29,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,0
M38,Aegir_M38_B66,EMLCJMHO_35.region001,RiPP,thiopeptide,21.4,15,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,0
M38,Aegir_M38_B66,EMLCJMHO_94.region001,Other,arylpolyene,17.34,16,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,VMSU01,JAQYVV01,0
M38,Aegir_M38_B67,ADJEFGIL_159.region001,Hybrid,arylpolyene:resorcinol,23.09,23,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0
M38,Aegir_M38_B67,ADJEFGIL_184.region001,RiPP,lassopeptide,16.4,12,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0
M38,Aegir_M38_B67,ADJEFGIL_21.region001,RiPP,RiPP-like,11.75,8,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0
M38,Aegir_M38_B67,ADJEFGIL_44.region001,RiPP,RRE-containing,14.09,9,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0
M38,Aegir_M38_B67,ADJEFGIL_49.region001,NRP,NRPS-like,22.12,17,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,0
M38,Aegir_M38_B68,FFDAKDOA_14.region001,Terpene,Terpene generic,25.16,24,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,0,0
M38,Aegir_M38_B7,KJAMEGOG_257.region001,Other,hydrogen-cyanide,4.8,4,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,0
M38,Aegir_M38_B7,KJAMEGOG_470.region001,NRP,NRP generic,5.94,5,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,0
M38,Aegir_M38_B7,KJAMEGOG_641.region001,Terpene,Terpene generic,2.14,2,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,JBFHNV01,0
M38,Aegir_M38_B71,CPPEEGKI_169.region001,Polyketide,T3PKS,17.12,18,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,0
M38,Aegir_M38_B71,CPPEEGKI_295.region001,Terpene,Terpene generic,4.52,4,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,0
M38,Aegir_M38_B71,CPPEEGKI_311.region001,Terpene,Terpene generic,5.46,5,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,JAPKDA01,0
M38,Aegir_M38_B72,JLHIKFCN_28.region001,Other,hydrogen-cyanide,12.8,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B72,JLHIKFCN_50.region001,Terpene,Terpene generic,22.85,17,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B72,JLHIKFCN_72.region001,RiPP,ranthipeptide,12.08,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B72,JLHIKFCN_96.region001,Other,arylpolyene,41.2,43,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_108.region001,NRP,CDPS,14.16,15,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_18.region001,RiPP,ranthipeptide,12.84,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_70.region001,Other,arylpolyene,20.96,21,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_74.region001,RiPP,RiPP-like,8.98,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_81.region001,Terpene,Terpene generic,13,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B73,GACEDKPE_85.region001,Polyketide,T1PKS,27.81,19,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,0
M38,Aegir_M38_B74,CNCNCCNP_209.region001,RiPP,RiPP-like,6.8,7,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0
M38,Aegir_M38_B74,CNCNCCNP_72.region001,RiPP,RiPP-like,4.38,5,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,0
M38,Aegir_M38_B75,IBOODKDA_98.region001,RiPP,ranthipeptide,12.19,11,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0
M38,Aegir_M38_B76,BPOLMMFO_207.region001,RiPP,ranthipeptide,26.94,16,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B76,BPOLMMFO_63.region001,RiPP,RRE-containing,20.26,16,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B76,BPOLMMFO_66.region001,Polyketide,hglE-KS,22.16,12,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B76,BPOLMMFO_82.region001,NRP,NRPS-like,30.92,24,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B77,IEOKNLIK_35.region001,RiPP,RiPP-like,11.51,10,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B77,IEOKNLIK_64.region001,Hybrid,arylpolyene:resorcinol,37.9,43,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B79,CGJFFKOE_1.region001,RiPP,thiopeptide,44.06,42,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,0
M38,Aegir_M38_B8,EBIDJMJL_52.region001,Other,arylpolyene,8.6,10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M38,Aegir_M38_B8,EBIDJMJL_212.region001,Other,arylpolyene,15.02,17,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M38,Aegir_M38_B8,EBIDJMJL_43.region001,RiPP,RRE-containing,16.96,14,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M38,Aegir_M38_B80,MIKMEDDN_29.region001,Terpene,Terpene generic,20.85,22,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M38,Aegir_M38_B80,MIKMEDDN_10.region001,RiPP,redox-cofactor,16.14,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M38,Aegir_M38_B80,MIKMEDDN_104.region001,RiPP,RiPP-like,8.46,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M38,Aegir_M38_B80,MIKMEDDN_50.region001,Terpene,Terpene generic,11.49,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M38,Aegir_M38_B80,MIKMEDDN_77.region001,RiPP,RiPP-like,10.85,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0
M38,Aegir_M38_B81,FPKJGNPI_207.region001,RiPP,RiPP-like,5.2,6,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,0,0
M38,Aegir_M38_B81,FPKJGNPI_532.region001,RiPP,RRE-containing,2.93,2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,0,0
M38,Aegir_M38_B82,ODMODOJI_34.region001,Terpene,Terpene generic,7.36,6,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,GCA-2401635 sp030950865
M38,Aegir_M38_B82,ODMODOJI_63.region001,RiPP,RRE-containing,10.86,12,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,GCA-2401635 sp030950865
M38,Aegir_M38_B83,BIPNPGMJ_368.region001,RiPP,RRE-containing,20.27,14,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B83,BIPNPGMJ_698.region001,NRP,NRPS-like,17.89,13,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,0,0
M38,Aegir_M38_B84,LMKJOADE_26.region001,Terpene,Terpene generic,20.84,22,Bacteria,Pseudomonadota,Gammaproteobacteria,JAUZRS01,JAUZRS01,JAUZRS01,JAUZRS01 sp030949385
M38,Aegir_M38_B84,LMKJOADE_40.region001,RiPP,RiPP-like,7.5,9,Bacteria,Pseudomonadota,Gammaproteobacteria,JAUZRS01,JAUZRS01,JAUZRS01,JAUZRS01 sp030949385
M38,Aegir_M38_B85,ACLCOCJL_32.region001,Other,hserlactone,16.97,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725
M38,Aegir_M38_B85,ACLCOCJL_4.region001,RiPP,RiPP-like,4.72,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725
M38,Aegir_M38_B85,ACLCOCJL_87.region001,RiPP,RiPP-like,8.69,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725
M38,Aegir_M38_B86,CHPEPIBD_118.region001,RiPP,RRE-containing,4.33,7,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
M38,Aegir_M38_B87,ICAEBNNE_140.region001,RiPP,RRE-containing,15.12,6,Bacteria,UBP6,UBA1177,JAFGXH01,JAFGXH01,JAMOQH01,0
M38,Aegir_M38_B87,ICAEBNNE_5.region001,RiPP,thiopeptide,15.97,18,Bacteria,UBP6,UBA1177,JAFGXH01,JAFGXH01,JAMOQH01,0
M38,Aegir_M38_B87,ICAEBNNE_73.region001,RiPP,RRE-containing,12.44,7,Bacteria,UBP6,UBA1177,JAFGXH01,JAFGXH01,JAMOQH01,0
M38,Aegir_M38_B88,MOJNHEPC_107.region001,Other,arylpolyene,36.98,32,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_194.region001,NRP,NRP generic,25.48,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_197.region001,RiPP,RiPP-like,10.02,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_200.region001,Other,ectoine,8.45,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_235.region001,RiPP,RiPP-like,8,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_238.region001,Other,hydrogen-cyanide,8.28,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_262.region001,NRP,NRP generic,26.46,20,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_283.region001,NRP,NRP generic,34.66,22,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_290.region001,Hybrid,NRPS:NRP-metallophore,38.45,27,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_326.region001,Hybrid,NRPS:NRP-metallophore,25.77,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_365.region001,Terpene,Terpene generic,21.04,17,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_58.region001,RiPP,redox-cofactor,22.16,18,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_7.region001,Other,NAGGN,10.65,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_85.region001,RiPP,RiPP-like,7.34,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_94.region001,RiPP,RiPP-like,6.41,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B88,MOJNHEPC_347.region001,NRP,NRP generic,34.03,23,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
M38,Aegir_M38_B89,KDNKGBAB_28.region001,Hybrid,arylpolyene:resorcinol,46.46,46,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M38,Aegir_M38_B9,KPMAJJBN_117.region001,RiPP,RRE-containing,9.23,8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M38,Aegir_M38_B9,KPMAJJBN_153.region001,RiPP,RiPP-like,7.74,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M38,Aegir_M38_B9,KPMAJJBN_164.region001,Other,arylpolyene,8.08,8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M38,Aegir_M38_B9,KPMAJJBN_198.region001,Other,arylpolyene,7.8,10,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,0
M38,Aegir_M38_B90,NBPCDCCG_10.region001,RiPP,thioamitides,14.96,12,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,Methanoxibalbensis,0
M38,Aegir_M38_B91,KMNIKALC_139.region001,Other,arylpolyene,14.55,17,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0
M38,Aegir_M38_B91,KMNIKALC_28.region001,Terpene,Terpene generic,6.45,5,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0
M38,Aegir_M38_B91,KMNIKALC_87.region001,RiPP,RRE-containing,8.92,6,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0
M38,Aegir_M38_B91,KMNIKALC_90.region001,RiPP,ranthipeptide,13.99,13,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,0
M38,Aegir_M38_B92,HJJGMEJB_43.region001,Hybrid,arylpolyene:resorcinol,53.24,49,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B92,HJJGMEJB_51.region001,RiPP,RRE-containing,13.69,14,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B92,HJJGMEJB_7.region001,RiPP,RiPP-like,10.1,13,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,0
M38,Aegir_M38_B93,EKBDCPHF_159.region001,RiPP,RiPP-like,4.32,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M38,Aegir_M38_B93,EKBDCPHF_29.region001,Other,hserlactone,5.54,7,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M38,Aegir_M38_B93,EKBDCPHF_69.region001,Terpene,Terpene generic,8.17,9,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M38,Aegir_M38_B93,EKBDCPHF_47.region001,RiPP,RRE-containing,7.64,10,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M38,Aegir_M38_B94,JGNNONIO_152.region001,RiPP,RiPP-like,10.07,10,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,0
M38,Aegir_M38_B94,JGNNONIO_49.region001,Other,arylpolyene,19.21,18,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,0
M38,Aegir_M38_B95,NLOGALHF_173.region001,NRP,NRPS-like,4.54,3,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_181.region001,Other,arylpolyene,8.14,8,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_228.region001,Other,arylpolyene,2.73,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_247.region001,RiPP,thiopeptide,17.72,15,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_283.region001,RiPP,RiPP-like,5.21,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_95.region001,Other,arylpolyene,9.45,8,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B95,NLOGALHF_99.region001,Other,resorcinol,4.52,4,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,JAGXFP01,0,0
M38,Aegir_M38_B97,JJGJHDOE_110.region001,RiPP,RiPP-like,10.8,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0
M38,Aegir_M38_B97,JJGJHDOE_5.region001,RiPP,thioamitides,22.53,18,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0
M38,Aegir_M38_B97,JJGJHDOE_6.region001,RiPP,RRE-containing,20.29,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0
M38,Aegir_M38_B97,JJGJHDOE_82.region001,RiPP,RRE-containing,12.66,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,JAAELZ01,0
