genome_ID,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M36_B40,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M36_B41,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M36_B42,4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M36_B43,8,Bacteria,Myxococcota,UBA9042,PHBI01,PHBI01,,
Aegir_M36_B44,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,Profundibacter amoris
Aegir_M36_B45,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,,
Aegir_M36_B46,10,Bacteria,Myxococcota,UBA727,UBA727,,,
Aegir_M36_B47,0,Archaea,Asgardarchaeota,Heimdallarchaeia,JABLTI01,JABLTI01,JABLTI01,
Aegir_M36_B48,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M36_B49,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M36_B5,3,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,,
Aegir_M36_B50,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M36_B51,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,
Aegir_M36_B52,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M36_B53,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B54,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M36_B55,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,
Aegir_M36_B56,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M36_B57,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B58,2,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M36_B59,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M36_B6,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M36_B60,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,
Aegir_M36_B61,7,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,,
Aegir_M36_B62,4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA12170,UBA12170,
Aegir_M36_B63,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
Aegir_M36_B64,14,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,JACKEQ01,
Aegir_M36_B65,3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
Aegir_M36_B66,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M36_B67,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M36_B68,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M36_B69,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Parvicellaceae,S010-51,
Aegir_M36_B7,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M36_B70,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,,
Aegir_M36_B71,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
Aegir_M36_B72,2,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,S145-15,
Aegir_M36_B73,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M36_B8,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
Aegir_M36_B9,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B1,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
Aegir_M37_B10,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M37_B11,3,Bacteria,Omnitrophota,Koll11,Zapsychrales,Zapsychraceae,,
Aegir_M37_B12,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M37_B13,1,Bacteria,Caldisericota,Caldisericia,JAAYUI01,JAAYUI01,,
Aegir_M37_B14,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B15,2,Bacteria,PUNC01,PUNC01,PUNC01,PWXJ01,,
Aegir_M37_B16,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
Aegir_M37_B17,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M37_B18,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,
Aegir_M37_B19,3,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,,
Aegir_M37_B2,2,Bacteria,UBA10199,UBA10199,2-02-FULL-44-16,JAAZCA01,,
Aegir_M37_B20,1,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,UBA2193,,
Aegir_M37_B21,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,,,
Aegir_M37_B22,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,HyVt-477,
Aegir_M37_B23,6,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
Aegir_M37_B24,2,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,SpSt-1165,
Aegir_M37_B25,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M37_B26,1,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,SPBW01,
Aegir_M37_B27,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2748055,GCA-2748055,
Aegir_M37_B28,1,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,NaphS2,
Aegir_M37_B29,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M37_B3,1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SM23-30,,
Aegir_M37_B30,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_C,
Aegir_M37_B31,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M37_B32,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP181,
Aegir_M37_B33,0,Bacteria,Patescibacteria,Gracilibacteria,UBA1369,UBA1369,,
Aegir_M37_B34,1,Bacteria,Planctomycetota,Phycisphaerae,Sedimentisphaerales,SG8-4,PLanc-01,
Aegir_M37_B35,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M37_B36,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M37_B37,4,Bacteria,Verrucomicrobiota,Kiritimatiellia,LD1-PB3_B,Lenti-01,Lenti-01,
Aegir_M37_B38,1,Bacteria,Planctomycetota,SZUA-567,SZUA-567,JAFGNG01,JAFGNG01,
Aegir_M37_B39,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M37_B4,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M37_B40,5,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
Aegir_M37_B41,5,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,B16-G9,
Aegir_M37_B42,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
Aegir_M37_B43,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M37_B44,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M37_B45,0,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,UBA2779,
Aegir_M37_B46,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacter,
Aegir_M37_B47,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M37_B48,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,BS150m-G63,JAGLOT01,
Aegir_M37_B49,3,Bacteria,Spirochaetota,UBA4802,UBA4802,UBA5550,,
Aegir_M37_B5,3,Bacteria,UBA3054,UBA3054,UBA3054,B51-G9,,
Aegir_M37_B50,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,
Aegir_M37_B51,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
Aegir_M37_B52,0,Bacteria,Spirochaetota,Spirochaetia,B11-G9,B11-G9,JAJRQE01,
Aegir_M37_B53,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M37_B54,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,GCA-2711565,GCA-2711565,
Aegir_M37_B55,6,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAHECW01,
Aegir_M37_B56,4,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3,
Aegir_M37_B6,7,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
Aegir_M37_B7,6,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,,
Aegir_M37_B8,2,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,S016-13,
Aegir_M37_B9,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B1,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B10,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B100,0,Bacteria,Actinomycetota,CAJVYJ01,CAJVYJ01,,,
Aegir_M38_B101,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Kangiellaceae,GCA-002733465,
Aegir_M38_B102,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,,
Aegir_M38_B103,8,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,,
Aegir_M38_B104,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
Aegir_M38_B105,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B106,1,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,QQUK01,
Aegir_M38_B107,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,
Aegir_M38_B108,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M38_B109,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M38_B11,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,,,
Aegir_M38_B12,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B13,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
Aegir_M38_B14,1,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Ghiorsea,
Aegir_M38_B15,2,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,,
Aegir_M38_B16,1,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA583,UBA583,
Aegir_M38_B17,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,JAIOSF01,
Aegir_M38_B18,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B19,3,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,AB-137-C09,
Aegir_M38_B2,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA5972,
Aegir_M38_B20,1,Bacteria,Chloroflexota,Anaerolineae,JAAYZQ01,JAAYZQ01,,
Aegir_M38_B21,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M38_B22,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M38_B23,5,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
Aegir_M38_B24,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Kangiellaceae,GCA-002733465,
Aegir_M38_B25,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B26,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M38_B27,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M38_B28,3,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
Aegir_M38_B29,2,Bacteria,Krumholzibacteriota,Krumholzibacteria,LZORAL124-64-63,LZORAL124-64-63,JAGRNP01,
Aegir_M38_B3,1,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,,
Aegir_M38_B30,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M38_B31,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Urechidicola,
Aegir_M38_B32,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B33,7,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,DRLX01,
Aegir_M38_B34,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B35,3,Bacteria,Myxococcota,UBA9042,PWKZ01,PWKZ01,,
Aegir_M38_B36,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B37,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Aegir_M38_B38,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B39,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M38_B4,2,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,G60ANME1,
Aegir_M38_B40,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,
Aegir_M38_B41,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M38_B42,2,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA11606,SZUA-87,
Aegir_M38_B43,4,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
Aegir_M38_B44,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B45,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M38_B46,1,Bacteria,PUNC01,PUNC01,PUNC01,PWXJ01,,
Aegir_M38_B47,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B48,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,
Aegir_M38_B49,3,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
Aegir_M38_B5,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,
Aegir_M38_B50,2,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
Aegir_M38_B51,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGXW01,
Aegir_M38_B52,3,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
Aegir_M38_B53,2,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,
Aegir_M38_B54,2,Bacteria,Delongbacteria,UBA4055,CAIWAD01,CAIWAD01,JACKCN01,
Aegir_M38_B55,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,,
Aegir_M38_B56,0,Archaea,Thermoproteota,Bathyarchaeia,B26-1,WUQV01,AUK093,
Aegir_M38_B57,6,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
Aegir_M38_B58,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002746975
Aegir_M38_B59,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira_B,Leptospira_B inadai
Aegir_M38_B6,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B60,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA583,UBA583,
Aegir_M38_B61,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,
Aegir_M38_B62,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B64,5,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,,
Aegir_M38_B65,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
Aegir_M38_B66,4,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,
Aegir_M38_B67,5,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
Aegir_M38_B68,1,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,,
Aegir_M38_B69,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M38_B7,3,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,,
Aegir_M38_B70,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
Aegir_M38_B71,3,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,,
Aegir_M38_B72,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M38_B73,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M38_B74,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Aegir_M38_B75,1,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B76,4,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
Aegir_M38_B77,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B78,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M38_B79,1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,
Aegir_M38_B8,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M38_B80,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M38_B81,2,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,,
Aegir_M38_B82,2,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B83,2,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,JACKDL01,
Aegir_M38_B84,2,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,
Aegir_M38_B85,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725
Aegir_M38_B86,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B87,3,Bacteria,UBP6,JAFGXH01,JAFGXH01,JAFGXH01,,
Aegir_M38_B88,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
Aegir_M38_B89,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B9,4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M38_B90,1,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JANPRD01,
Aegir_M38_B91,4,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B92,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B93,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B94,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,
Aegir_M38_B95,7,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,
Aegir_M38_B96,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,
Aegir_M38_B97,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M38_B98,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M38_B99,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M39_B1,0,Bacteria,Calescibacterota,Calescibacteriia,,,,
Aegir_M39_B10,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,DRPN01,
Aegir_M39_B100,7,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,,
Aegir_M39_B101,1,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M39_B102,6,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,
Aegir_M39_B103,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M39_B104,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,JAJFGX01,
Aegir_M39_B105,2,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
Aegir_M39_B106,1,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,,
Aegir_M39_B107,1,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,,
Aegir_M39_B108,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B109,3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,
Aegir_M39_B11,2,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
Aegir_M39_B110,5,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
Aegir_M39_B111,6,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
Aegir_M39_B112,5,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
Aegir_M39_B113,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
Aegir_M39_B114,0,Archaea,Asgardarchaeota,JAGGXT01,JAGGXT01,JAGGXT01,,
Aegir_M39_B115,0,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,
Aegir_M39_B116,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,
Aegir_M39_B117,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
Aegir_M39_B118,0,Archaea,Thermoproteota,Nitrososphaeria,Conexivisphaerales,,,
Aegir_M39_B119,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B12,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
Aegir_M39_B120,8,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,,
Aegir_M39_B121,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M39_B122,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
