source,target,source_metagenome,target_metagenome
DOFAKDOK_62.region001,DOFAKDOK_62.region001,M33,M33
DOFAKDOK_94.region001,DOFAKDOK_94.region001,M33,M33
DOFEOPKJ_132.region001,DOFEOPKJ_132.region001,M33,M33
DOFEOPKJ_368.region001,DOFEOPKJ_368.region001,M33,M33
DOFEOPKJ_456.region001,DOFEOPKJ_456.region001,M33,M33
DOFEOPKJ_58.region001,DOFEOPKJ_58.region001,M33,M33
DOFINDKD_161.region001,HMICOCJM_151.region001,M25,M24
DOFINDKD_161.region001,EDJGDHEF_101.region001,M25,M39
DOFINDKD_26.region001,HMICOCJM_48.region001,M25,M24
DOFINDKD_26.region001,EDJGDHEF_50.region001,M25,M39
DOFINDKD_55.region001,EDJGDHEF_25.region001,M25,M39
DOFINDKD_55.region001,HMICOCJM_86.region001,M25,M24
DOFINDKD_55.region001,JGCHBLFO_340.region001,M25,M36
DOFINDKD_97.region001,EDJGDHEF_49.region001,M25,M39
DOMKCLFL_1.region001,DOMKCLFL_1.region001,M42,M42
DOMKCLFL_3.region001,DOMKCLFL_3.region001,M42,M42
DOMKCLFL_90.region001,DOMKCLFL_90.region001,M42,M42
DONGBMFP_1052.region001,DONGBMFP_1052.region001,M24,M24
DONGBMFP_1148.region001,DONGBMFP_1148.region001,M24,M24
DONGBMFP_1227.region001,DONGBMFP_1227.region001,M24,M24
DONGBMFP_1254.region001,DONGBMFP_1254.region001,M24,M24
DONGBMFP_230.region001,DONGBMFP_230.region001,M24,M24
DONGBMFP_330.region001,DONGBMFP_330.region001,M24,M24
DONGBMFP_433.region001,DONGBMFP_433.region001,M24,M24
DONGBMFP_906.region001,DONGBMFP_906.region001,M24,M24
DONGBMFP_925.region001,DONGBMFP_925.region001,M24,M24
DPBJAADB_14.region001,DPBJAADB_14.region001,M42,M42
DPBJAADB_29.region001,DPBJAADB_29.region001,M42,M42
DPBJAADB_35.region001,NAMCIKMA_3.region001,M42,M25
DPBJAADB_52.region001,DPBJAADB_52.region001,M42,M42
DPBJAADB_59.region001,DPBJAADB_59.region001,M42,M42
DPBJAADB_70.region001,NAMCIKMA_16.region001,M42,M25
DPBJAADB_8.region001,DPBJAADB_8.region001,M42,M42
DPDGKLOA_108.region001,DPDGKLOA_108.region001,M42,M42
DPDGKLOA_190.region001,DPDGKLOA_190.region001,M42,M42
DPDGKLOA_195.region001,DPDGKLOA_195.region001,M42,M42
DPDGKLOA_336.region001,DPDGKLOA_336.region001,M42,M42
DPDGKLOA_74.region001,DPDGKLOA_74.region001,M42,M42
DPHDEEHI_103.region001,DPHDEEHI_103.region001,M24,M24
DPHDEEHI_146.region001,DPHDEEHI_146.region001,M24,M24
DPHDEEHI_174.region001,DPHDEEHI_174.region001,M24,M24
DPHDEEHI_191.region001,DPHDEEHI_191.region001,M24,M24
DPHDEEHI_35.region001,DPHDEEHI_35.region001,M24,M24
DPHDEEHI_44.region001,DPHDEEHI_44.region001,M24,M24
DPHDEEHI_70.region001,DPHDEEHI_70.region001,M24,M24
DPHDEEHI_71.region001,DPHDEEHI_71.region001,M24,M24
DPHDEEHI_74.region001,DPHDEEHI_74.region001,M24,M24
DPHDEEHI_89.region001,DPHDEEHI_89.region001,M24,M24
DPHDEEHI_9.region001,DPHDEEHI_9.region001,M24,M24
DPMDJPGG_842.region001,DPMDJPGG_842.region001,M42,M42
DPONBGFN_110.region001,EMAHDGMJ_79.region001,M39,M25
EACHEOOA_49.region001,EACHEOOA_49.region001,M39,M39
EACKFKNK_79.region001,EACKFKNK_79.region001,M39,M39
EACKFKNK_97.region001,EACKFKNK_97.region001,M39,M39
EAGGALCG_30.region001,EAGGALCG_30.region001,M25,M25
EAGGALCG_39.region001,EAGGALCG_39.region001,M25,M25
EAGGALCG_40.region001,OGCDBPDJ_176.region001,M25,M39
EAGGALCG_43.region001,OGCDBPDJ_5.region001,M25,M39
EAGGALCG_44.region001,OGCDBPDJ_143.region001,M25,M39
EAGGALCG_7.region001,EAGGALCG_7.region001,M25,M25
EAOJADEF_119.region001,EAOJADEF_119.region001,M42,M42
EAOJADEF_38.region001,EAOJADEF_38.region001,M42,M42
EAPIMLMG_20.region001,JMHGKCAM_67.region001,M24,M33
EAPIMLMG_60.region001,JMHGKCAM_55.region001,M24,M33
EBBODCAE_246.region001,EBBODCAE_246.region001,M37,M37
EBBODCAE_426.region001,EBBODCAE_426.region001,M37,M37
EBBODCAE_74.region001,EBBODCAE_74.region001,M37,M37
EBIDJMJL_212.region001,IDKIGBJD_193.region001,M38,M25
EBIDJMJL_43.region001,NNENBOCK_130.region001,M38,M24
EBIDJMJL_43.region001,MGGLONMC_113.region001,M38,M39
EBIDJMJL_43.region001,NEFIDIMH_95.region001,M38,M36
EBIDJMJL_43.region001,IDKIGBJD_98.region001,M38,M25
EBIDJMJL_52.region001,EBIDJMJL_52.region001,M38,M38
EBIPKGNL_1372.region001,EBIPKGNL_1372.region001,M37,M37
EBIPKGNL_1592.region001,EBIPKGNL_1592.region001,M37,M37
EBIPKGNL_1798.region001,EBIPKGNL_1798.region001,M37,M37
EBIPKGNL_30.region001,EBIPKGNL_30.region001,M37,M37
EBIPKGNL_876.region001,EBIPKGNL_876.region001,M37,M37
EBIPKGNL_900.region001,EBIPKGNL_900.region001,M37,M37
EBJAGHMO_34.region001,IGJKKHJM_10.region001,M39,M24
EBJAGHMO_62.region001,IGJKKHJM_5.region001,M39,M24
EBJAGHMO_9.region001,IGJKKHJM_13.region001,M39,M24
EBJAGHMO_9.region001,NNEBPJHD_31.region001,M39,M24
EBJAGHMO_92.region001,IGJKKHJM_35.region001,M39,M24
EBJAGHMO_93.region001,NNEBPJHD_42.region001,M39,M24
EBJAGHMO_93.region001,GAILNMON_187.region001,M39,M36
EBJAGHMO_93.region001,LIPJKAHJ_67.region001,M39,M39
EBJEFPEO_13.region001,EBJEFPEO_13.region001,M39,M39
EBJEFPEO_4.region001,EBJEFPEO_4.region001,M39,M39
EBJEFPEO_44.region001,EBJEFPEO_44.region001,M39,M39
EBLEIDAO_303.region001,EBLEIDAO_303.region001,M33,M33
EBLEIDAO_95.region001,EBLEIDAO_95.region001,M33,M33
EBNFPCOF_137.region001,EBNFPCOF_137.region001,M25,M25
EBNFPCOF_143.region001,EBNFPCOF_143.region001,M25,M25
EBNFPCOF_168.region001,EBNFPCOF_168.region001,M25,M25
EBNFPCOF_200.region001,EBNFPCOF_200.region001,M25,M25
EBNFPCOF_49.region001,EBNFPCOF_49.region001,M25,M25
EBNFPCOF_5.region001,EBNFPCOF_5.region001,M25,M25
ECACJCPL_169.region001,ECACJCPL_169.region001,M24,M24
ECACJCPL_19.region001,ECACJCPL_19.region001,M24,M24
ECACJCPL_224.region001,ECACJCPL_224.region001,M24,M24
ECACJCPL_81.region001,ECACJCPL_81.region001,M24,M24
ECEBLJCB_19.region001,ECEBLJCB_19.region001,M25,M25
ECIDCPJL_15.region001,ECIDCPJL_15.region001,M25,M25
ECMLGHLP_27.region001,ECMLGHLP_27.region001,M39,M39
ECMLGHLP_74.region001,ECMLGHLP_74.region001,M39,M39
ECPBKFON_167.region001,ECPBKFON_167.region001,M38,M38
ECPBKFON_70.region001,ECPBKFON_70.region001,M38,M38
ECPBKFON_90.region001,ECPBKFON_90.region001,M38,M38
ECPJPLJJ_165.region001,ECPJPLJJ_165.region001,M36,M36
EDJGDHEF_101.region001,HMICOCJM_151.region001,M39,M24
EDJGDHEF_149.region001,HMICOCJM_14.region001,M39,M24
EDJGDHEF_16.region001,HMICOCJM_92.region001,M39,M24
EDJGDHEF_25.region001,HMICOCJM_86.region001,M39,M24
EDJGDHEF_50.region001,HMICOCJM_48.region001,M39,M24
EDPJEEBL_131.region001,EDPJEEBL_131.region001,M39,M39
EEAGJODL_140.region001,EEAGJODL_140.region001,M39,M39
EEAGJODL_184.region001,EEAGJODL_184.region001,M39,M39
EEAGJODL_210.region001,EEAGJODL_210.region001,M39,M39
EEAGJODL_216.region001,EEAGJODL_216.region001,M39,M39
EEAGJODL_240.region001,EEAGJODL_240.region001,M39,M39
EEAGJODL_247.region001,EEAGJODL_247.region001,M39,M39
EEAGJODL_366.region001,EEAGJODL_366.region001,M39,M39
EEAGJODL_89.region001,EEAGJODL_89.region001,M39,M39
EEGHMLPD_225.region001,PDGCENIA_280.region001,M39,M38
EEGHMLPD_225.region001,ONIHFDBF_135.region001,M39,M36
EEGHMLPD_256.region001,JBCKNOCK_1.region001,M39,M25
EEGHMLPD_256.region001,ONIHFDBF_122.region001,M39,M36
EEGHMLPD_256.region001,MHDDIMKH_115.region001,M39,M39
EEGHMLPD_256.region001,GGOKCDCL_68.region001,M39,M37
EEGHMLPD_256.region001,NGEBLNKK_140.region001,M39,M37
EEGHMLPD_256.region001,PDGCENIA_65.region001,M39,M38
EEGHMLPD_256.region001,FDEIFABP_48.region001,M39,M24
EEGHMLPD_38.region001,ONIHFDBF_73.region001,M39,M36
EEGHMLPD_38.region001,FDEIFABP_79.region001,M39,M24
EEGHMLPD_89.region001,FDEIFABP_83.region001,M39,M24
EEGHMLPD_89.region001,JBCKNOCK_234.region001,M39,M25
EEGHMLPD_89.region001,ONIHFDBF_136.region001,M39,M36
EEOPACND_236.region001,EEOPACND_236.region001,M42,M42
EEOPACND_271.region001,EEOPACND_271.region001,M42,M42
EFHMKIBB_190.region001,EFHMKIBB_190.region001,M26,M26
EFPMGGGC_145.region001,EFPMGGGC_145.region001,M25,M25
EGDKBMJK_202.region001,LJPEBJAM_68.region001,M39,M24
EGDKBMJK_324.region001,LJPEBJAM_258.region001,M39,M24
EGDKBMJK_96.region001,LJPEBJAM_252.region001,M39,M24
EGMJLMEO_151.region001,EGMJLMEO_151.region001,M33,M33
EHALHDMF_16.region001,EHALHDMF_16.region001,M37,M37
EHALHDMF_373.region001,EHALHDMF_373.region001,M37,M37
EHCFMGAI_4.region001,EHCFMGAI_4.region001,M39,M39
EHFDCMEE_109.region001,EHFDCMEE_109.region001,M39,M39
EHIJNLMB_130.region001,KFHHGAEL_190.region001,M38,M36
EHIJNLMB_171.region001,KFHHGAEL_205.region001,M38,M36
EHIJNLMB_2.region001,GHHMGHBK_99.region001,M38,M39
EHILNAML_11.region001,EHILNAML_11.region001,M33,M33
EHILNAML_133.region001,EHILNAML_133.region001,M33,M33
EHILNAML_215.region001,EHILNAML_215.region001,M33,M33
EHILNAML_236.region001,EHILNAML_236.region001,M33,M33
EHILNAML_308.region001,EHILNAML_308.region001,M33,M33
EHILNAML_69.region001,EHILNAML_69.region001,M33,M33
EHJJEODD_130.region001,EHJJEODD_130.region001,M24,M24
EHJJEODD_143.region001,EHJJEODD_143.region001,M24,M24
EHJJEODD_77.region001,EHJJEODD_77.region001,M24,M24
EHKJGOEI_623.region001,EHKJGOEI_623.region001,M38,M38
EIJMIFHJ_67.region001,PCIALCMD_6.region001,M25,M42
EIKHOBMN_203.region001,EIKHOBMN_203.region001,M39,M39
EIPHLLKK_128.region001,EIPHLLKK_128.region001,M37,M37
EIPHLLKK_409.region001,EIPHLLKK_409.region001,M37,M37
EIPHLLKK_72.region001,EIPHLLKK_72.region001,M37,M37
EJAAFDIG_104.region001,NJMACCPO_14.region001,M25,M26
EJEDHMNO_10.region001,EJEDHMNO_10.region001,M42,M42
EJEDHMNO_191.region001,EJEDHMNO_191.region001,M42,M42
EJEDHMNO_193.region001,EJEDHMNO_193.region001,M42,M42
EJEDHMNO_21.region001,EJEDHMNO_21.region001,M42,M42
EJHIJDLC_104.region001,EJHIJDLC_104.region001,M42,M42
EJHIJDLC_117.region001,EJHIJDLC_117.region001,M42,M42
EJHIJDLC_16.region001,EJHIJDLC_16.region001,M42,M42
EJHIJDLC_4.region001,EJHIJDLC_4.region001,M42,M42
EJHIJDLC_56.region001,EJHIJDLC_56.region001,M42,M42
EJHIJDLC_61.region001,EJHIJDLC_61.region001,M42,M42
EJJBLPMI_141.region001,EJJBLPMI_141.region001,M33,M33
EJJBLPMI_255.region001,EJJBLPMI_255.region001,M33,M33
EJJBLPMI_60.region001,LHGKDENN_244.region001,M33,M33
EJJLEDJN_13.region001,EJJLEDJN_13.region001,M36,M36
EJKDLJJF_202.region001,JEMMGIEH_26.region001,M25,M38
EJKDLJJF_21.region001,EJKDLJJF_21.region001,M25,M25
EJKDLJJF_58.region001,EJKDLJJF_58.region001,M25,M25
EKAMJCNM_108.region001,EKAMJCNM_108.region001,M25,M25
EKAMJCNM_204.region001,EKAMJCNM_204.region001,M25,M25
EKBDCPHF_159.region001,EKBDCPHF_159.region001,M38,M38
EKBDCPHF_29.region001,EKBDCPHF_29.region001,M38,M38
EKBDCPHF_47.region001,JNFGIEIN_11.region001,M38,M38
EKBDCPHF_69.region001,EKBDCPHF_69.region001,M38,M38
EKNKAGOK_259.region001,EKNKAGOK_259.region001,M42,M42
EKNKAGOK_414.region001,EKNKAGOK_414.region001,M42,M42
EKNKAGOK_488.region001,EKNKAGOK_488.region001,M42,M42
EKPCADKE_145.region001,EKPCADKE_145.region001,M24,M24
EKPCADKE_53.region001,EKPCADKE_53.region001,M24,M24
ELAIDHFC_130.region001,HCGIIHJE_19.region001,M25,M39
ELAIDHFC_25.region001,ELAIDHFC_25.region001,M25,M25
ELAIDHFC_80.region001,HCGIIHJE_5.region001,M25,M39
ELAIDHFC_80.region001,NEOEDNCB_47.region001,M25,M24
ELFKHDCH_229.region001,ELFKHDCH_229.region001,M39,M39
ELFKHDCH_235.region001,ELFKHDCH_235.region001,M39,M39
ELFKHDCH_302.region001,ELFKHDCH_302.region001,M39,M39
ELLBJFJF_208.region001,ELLBJFJF_208.region001,M42,M42
ELLBJFJF_89.region001,ELLBJFJF_89.region001,M42,M42
ELMMPHKD_253.region001,HDDLGHFE_17.region001,M39,M36
ELMMPHKD_43.region001,HDDLGHFE_7.region001,M39,M36
ELPKCMEI_16.region001,JCAMHBNC_24.region001,M25,M26
EMAHDGMJ_94.region001,EMAHDGMJ_94.region001,M25,M25
EMAKPJIN_125.region001,IPAOHKCN_108.region001,M24,M25
EMAKPJIN_200.region001,IPAOHKCN_122.region001,M24,M25
EMAKPJIN_65.region001,EMAKPJIN_65.region001,M24,M24
EMAMBBOE_57.region001,EMAMBBOE_57.region001,M42,M42
EMAMBBOE_70.region001,LMAEHAIC_44.region001,M42,M25
EMBCFOFO_111.region001,EMBCFOFO_111.region001,M37,M37
EMBCFOFO_60.region001,EMBCFOFO_60.region001,M37,M37
EMEEGMFL_101.region001,EMEEGMFL_101.region001,M33,M33
EMEEGMFL_105.region001,EMEEGMFL_105.region001,M33,M33
EMEEGMFL_118.region001,EMEEGMFL_118.region001,M33,M33
EMEEGMFL_132.region001,EMEEGMFL_132.region001,M33,M33
EMEEGMFL_139.region001,EMEEGMFL_139.region001,M33,M33
EMEEGMFL_142.region001,EMEEGMFL_142.region001,M33,M33
EMEEGMFL_195.region001,EMEEGMFL_195.region001,M33,M33
EMEEGMFL_201.region001,EMEEGMFL_201.region001,M33,M33
EMEEGMFL_209.region001,EMEEGMFL_209.region001,M33,M33
EMEEGMFL_21.region001,EMEEGMFL_21.region001,M33,M33
EMEEGMFL_215.region001,EMEEGMFL_215.region001,M33,M33
EMEEGMFL_223.region001,EMEEGMFL_223.region001,M33,M33
EMEEGMFL_224.region001,EMEEGMFL_224.region001,M33,M33
EMEEGMFL_227.region001,EMEEGMFL_227.region001,M33,M33
EMEEGMFL_237.region001,EMEEGMFL_237.region001,M33,M33
EMEEGMFL_242.region001,EMEEGMFL_242.region001,M33,M33
EMEEGMFL_245.region001,EMEEGMFL_245.region001,M33,M33
EMEEGMFL_248.region001,EMEEGMFL_248.region001,M33,M33
EMEEGMFL_269.region001,EMEEGMFL_269.region001,M33,M33
EMEEGMFL_27.region001,EMEEGMFL_27.region001,M33,M33
EMEEGMFL_279.region001,EMEEGMFL_279.region001,M33,M33
EMEEGMFL_293.region001,EMEEGMFL_293.region001,M33,M33
EMEEGMFL_297.region001,EMEEGMFL_297.region001,M33,M33
EMEEGMFL_308.region001,EMEEGMFL_308.region001,M33,M33
EMEEGMFL_318.region001,EMEEGMFL_318.region001,M33,M33
EMEEGMFL_33.region001,EMEEGMFL_33.region001,M33,M33
EMEEGMFL_352.region001,EMEEGMFL_352.region001,M33,M33
EMEEGMFL_358.region001,EMEEGMFL_358.region001,M33,M33
EMEEGMFL_36.region001,EMEEGMFL_36.region001,M33,M33
EMEEGMFL_372.region001,EMEEGMFL_372.region001,M33,M33
EMEEGMFL_375.region001,EMEEGMFL_375.region001,M33,M33
EMEEGMFL_377.region001,EMEEGMFL_377.region001,M33,M33
EMEEGMFL_383.region001,EMEEGMFL_383.region001,M33,M33
EMEEGMFL_387.region001,EMEEGMFL_387.region001,M33,M33
EMEEGMFL_399.region001,EMEEGMFL_399.region001,M33,M33
EMEEGMFL_403.region001,EMEEGMFL_403.region001,M33,M33
EMEEGMFL_414.region001,EMEEGMFL_414.region001,M33,M33
EMEEGMFL_431.region001,EMEEGMFL_431.region001,M33,M33
EMEEGMFL_447.region001,EMEEGMFL_447.region001,M33,M33
EMEEGMFL_454.region001,EMEEGMFL_454.region001,M33,M33
EMEEGMFL_46.region001,EMEEGMFL_46.region001,M33,M33
EMEEGMFL_460.region001,EMEEGMFL_460.region001,M33,M33
EMEEGMFL_462.region001,EMEEGMFL_462.region001,M33,M33
EMEEGMFL_469.region001,EMEEGMFL_469.region001,M33,M33
EMEEGMFL_483.region001,EMEEGMFL_483.region001,M33,M33
EMEEGMFL_485.region001,EMEEGMFL_485.region001,M33,M33
EMEEGMFL_487.region001,EMEEGMFL_487.region001,M33,M33
EMEEGMFL_489.region001,EMEEGMFL_489.region001,M33,M33
EMEEGMFL_496.region001,EMEEGMFL_496.region001,M33,M33
EMEEGMFL_500.region001,EMEEGMFL_500.region001,M33,M33
EMEEGMFL_503.region001,EMEEGMFL_503.region001,M33,M33
EMEEGMFL_525.region001,EMEEGMFL_525.region001,M33,M33
EMEEGMFL_532.region001,EMEEGMFL_532.region001,M33,M33
EMEEGMFL_539.region001,EMEEGMFL_539.region001,M33,M33
EMEEGMFL_543.region001,EMEEGMFL_543.region001,M33,M33
EMEEGMFL_547.region001,EMEEGMFL_547.region001,M33,M33
EMEEGMFL_551.region001,EMEEGMFL_551.region001,M33,M33
EMEEGMFL_557.region001,EMEEGMFL_557.region001,M33,M33
EMEEGMFL_559.region001,EMEEGMFL_559.region001,M33,M33
EMEEGMFL_56.region001,EMEEGMFL_56.region001,M33,M33
EMEEGMFL_597.region001,EMEEGMFL_597.region001,M33,M33
EMEEGMFL_600.region001,EMEEGMFL_600.region001,M33,M33
EMEEGMFL_614.region001,EMEEGMFL_614.region001,M33,M33
EMEEGMFL_617.region001,EMEEGMFL_617.region001,M33,M33
EMEEGMFL_618.region001,EMEEGMFL_618.region001,M33,M33
EMEEGMFL_634.region001,EMEEGMFL_634.region001,M33,M33
EMEEGMFL_635.region001,EMEEGMFL_635.region001,M33,M33
EMEEGMFL_637.region001,EMEEGMFL_637.region001,M33,M33
EMEEGMFL_639.region001,EMEEGMFL_639.region001,M33,M33
EMEEGMFL_647.region001,EMEEGMFL_647.region001,M33,M33
EMEEGMFL_660.region001,EMEEGMFL_660.region001,M33,M33
EMEEGMFL_679.region001,EMEEGMFL_679.region001,M33,M33
EMEEGMFL_702.region001,EMEEGMFL_702.region001,M33,M33
EMEEGMFL_706.region001,EMEEGMFL_706.region001,M33,M33
EMEEGMFL_71.region001,EMEEGMFL_71.region001,M33,M33
EMEEGMFL_726.region001,EMEEGMFL_726.region001,M33,M33
EMEEGMFL_73.region001,EMEEGMFL_73.region001,M33,M33
EMEEGMFL_733.region001,EMEEGMFL_733.region001,M33,M33
EMEEGMFL_747.region001,EMEEGMFL_747.region001,M33,M33
EMEEGMFL_748.region001,EMEEGMFL_748.region001,M33,M33
EMEEGMFL_760.region001,EMEEGMFL_760.region001,M33,M33
EMEEGMFL_763.region001,EMEEGMFL_763.region001,M33,M33
EMEEGMFL_766.region001,EMEEGMFL_766.region001,M33,M33
EMEEGMFL_767.region001,EMEEGMFL_767.region001,M33,M33
EMEEGMFL_778.region001,EMEEGMFL_778.region001,M33,M33
EMEEGMFL_786.region001,EMEEGMFL_786.region001,M33,M33
EMEEGMFL_793.region001,EMEEGMFL_793.region001,M33,M33
EMEEGMFL_801.region001,EMEEGMFL_801.region001,M33,M33
EMEEGMFL_802.region001,EMEEGMFL_802.region001,M33,M33
EMEEGMFL_811.region001,EMEEGMFL_811.region001,M33,M33
EMEEGMFL_832.region001,EMEEGMFL_832.region001,M33,M33
EMEEGMFL_837.region001,EMEEGMFL_837.region001,M33,M33
EMEEGMFL_842.region001,EMEEGMFL_842.region001,M33,M33
EMEEGMFL_85.region001,EMEEGMFL_85.region001,M33,M33
EMEEGMFL_854.region001,EMEEGMFL_854.region001,M33,M33
EMEEGMFL_863.region001,EMEEGMFL_863.region001,M33,M33
EMEEGMFL_866.region001,EMEEGMFL_866.region001,M33,M33
EMEEGMFL_874.region001,EMEEGMFL_874.region001,M33,M33
EMEEGMFL_880.region001,EMEEGMFL_880.region001,M33,M33
EMEEGMFL_885.region001,EMEEGMFL_885.region001,M33,M33
EMEEGMFL_888.region001,EMEEGMFL_888.region001,M33,M33
EMEEGMFL_889.region001,EMEEGMFL_889.region001,M33,M33
EMEEGMFL_892.region001,EMEEGMFL_892.region001,M33,M33
EMEEGMFL_895.region001,EMEEGMFL_895.region001,M33,M33
EMEEGMFL_9.region001,EMEEGMFL_9.region001,M33,M33
EMEEGMFL_902.region001,EMEEGMFL_902.region001,M33,M33
EMEEGMFL_96.region001,EMEEGMFL_96.region001,M33,M33
EMINPHIH_21.region001,EMINPHIH_21.region001,M33,M33
EMINPHIH_24.region001,NEHKBEFE_102.region001,M33,M24
EMINPHIH_24.region001,HBKOMCGO_22.region001,M33,M38
EMINPHIH_24.region001,LOKFDGEJ_76.region001,M33,M42
EMINPHIH_24.region001,MIKMEDDN_77.region001,M33,M38
EMINPHIH_24.region001,IPPMKPGL_24.region001,M33,M25
EMINPHIH_29.region001,EMINPHIH_29.region001,M33,M33
EMINPHIH_5.region001,EMINPHIH_5.region001,M33,M33
EMINPHIH_6.region001,EMINPHIH_6.region001,M33,M33
EMINPHIH_9.region001,EMINPHIH_9.region001,M33,M33
EMJIGOFO_113.region001,NNPGLMIM_36.region001,M37,M25
EMJIGOFO_113.region001,HPFIMPEI_24.region001,M37,M24
EMJIGOFO_113.region001,HEEDOPCH_142.region001,M37,M39
EMJIGOFO_120.region001,HEEDOPCH_11.region001,M37,M39
EMJIGOFO_155.region001,NIMPLCKH_23.region001,M37,M38
EMJIGOFO_155.region001,HEEDOPCH_110.region001,M37,M39
EMJIGOFO_155.region001,HPFIMPEI_6.region001,M37,M24
EMJIGOFO_50.region001,HPFIMPEI_152.region001,M37,M24
EMJIGOFO_50.region001,HEEDOPCH_56.region001,M37,M39
EMJIGOFO_50.region001,NNPGLMIM_30.region001,M37,M25
EMJIGOFO_50.region002,NNPGLMIM_169.region001,M37,M25
EMJIGOFO_50.region002,HPFIMPEI_152.region002,M37,M24
EMJIGOFO_50.region002,HEEDOPCH_18.region001,M37,M39
EMJIGOFO_64.region001,EMJIGOFO_64.region001,M37,M37
EMJIGOFO_71.region001,NNPGLMIM_23.region001,M37,M25
EMJIGOFO_71.region001,HPFIMPEI_63.region001,M37,M24
EMJIGOFO_71.region001,HEEDOPCH_120.region001,M37,M39
EMKEAJEM_1158.region001,EMKEAJEM_1158.region001,M25,M25
EMKEAJEM_258.region001,EMKEAJEM_258.region001,M25,M25
EMKEAJEM_454.region001,EMKEAJEM_454.region001,M25,M25
EMKEAJEM_816.region001,EMKEAJEM_816.region001,M25,M25
EMKEAJEM_832.region001,EMKEAJEM_832.region001,M25,M25
EMKEAJEM_880.region001,EMKEAJEM_880.region001,M25,M25
EMLCJMHO_100.region001,EMLCJMHO_100.region001,M38,M38
EMLCJMHO_126.region001,EMLCJMHO_126.region001,M38,M38
EMLCJMHO_35.region001,EMLCJMHO_35.region001,M38,M38
EMLCJMHO_94.region001,EMLCJMHO_94.region001,M38,M38
ENCCGMIM_22.region001,ENCCGMIM_22.region001,M38,M38
ENCCGMIM_46.region001,ENCCGMIM_46.region001,M38,M38
ENCCGMIM_73.region001,ENCCGMIM_73.region001,M38,M38
ENDLLHIJ_101.region001,GLJOBBPH_145.region001,M25,M39
ENDLLHIJ_137.region001,GLJOBBPH_429.region001,M25,M39
ENDLLHIJ_181.region001,IJJGOFGK_293.region001,M25,M36
ENDLLHIJ_194.region001,ENDLLHIJ_194.region001,M25,M25
ENDLLHIJ_41.region001,GLJOBBPH_160.region001,M25,M39
ENDLLHIJ_92.region001,ENDLLHIJ_92.region001,M25,M25
ENFPJDJP_123.region001,ENFPJDJP_123.region001,M38,M38
ENFPJDJP_372.region001,ENFPJDJP_372.region001,M38,M38
ENFPJDJP_571.region001,ENFPJDJP_571.region001,M38,M38
ENFPJDJP_700.region001,ENFPJDJP_700.region001,M38,M38
ENFPJDJP_706.region001,ENFPJDJP_706.region001,M38,M38
ENFPJDJP_715.region001,ENFPJDJP_715.region001,M38,M38
ENHKGPJA_248.region001,ENHKGPJA_248.region001,M39,M39
ENHKGPJA_29.region001,JJGJHDOE_82.region001,M39,M38
ENHKGPJA_324.region001,ENHKGPJA_324.region001,M39,M39
ENHKGPJA_326.region001,ENHKGPJA_326.region001,M39,M39
ENICKNPH_148.region001,ENICKNPH_148.region001,M33,M33
ENICKNPH_42.region001,ENICKNPH_42.region001,M33,M33
ENICKNPH_54.region001,ENICKNPH_54.region001,M33,M33
ENJEPMAJ_190.region001,ENJEPMAJ_190.region001,M42,M42
ENJEPMAJ_194.region001,ENJEPMAJ_194.region001,M42,M42
ENJEPMAJ_410.region001,ENJEPMAJ_410.region001,M42,M42
ENJEPMAJ_533.region001,ENJEPMAJ_533.region001,M42,M42
ENJEPMAJ_84.region001,ENJEPMAJ_84.region001,M42,M42
EOABJBEP_130.region001,EOABJBEP_130.region001,M39,M39
EOABJBEP_289.region001,EOABJBEP_289.region001,M39,M39
EOABJBEP_308.region001,EOABJBEP_308.region001,M39,M39
EOABJBEP_350.region001,EOABJBEP_350.region001,M39,M39
EOABJBEP_410.region001,EOABJBEP_410.region001,M39,M39
EOABJBEP_411.region001,EOABJBEP_411.region001,M39,M39
EOCGDEIA_30.region001,EOCGDEIA_30.region001,M36,M36
EOCGDEIA_59.region001,EOCGDEIA_59.region001,M36,M36
EODKEMEO_10.region001,ICIFODNN_104.region001,M42,M25
EODKEMEO_106.region001,ICIFODNN_92.region001,M42,M25
EODKEMEO_25.region001,EODKEMEO_25.region001,M42,M42
EODKEMEO_40.region001,ICIFODNN_175.region001,M42,M25
EOJFHDCA_197.region001,LEIPLLPH_100.region001,M42,M39
EOJFHDCA_197.region001,JGCCPAEM_7.region001,M42,M25
EOJFHDCA_566.region001,JGCCPAEM_77.region001,M42,M25
EOJFHDCA_566.region001,LEIPLLPH_105.region001,M42,M39
EOJFHDCA_93.region001,JGCCPAEM_109.region001,M42,M25
EOJFHDCA_93.region001,LEIPLLPH_42.region001,M42,M39
EOJPKJHJ_143.region001,EOJPKJHJ_143.region001,M25,M25
EOLDCPEM_116.region001,EOLDCPEM_116.region001,M25,M25
EOOHJCDJ_354.region001,EOOHJCDJ_354.region001,M33,M33
EPFHNGPE_33.region001,GDAKIHJJ_89.region001,M25,M36
EPFHNGPE_33.region001,OPIOGPAO_16.region001,M25,M39
EPGHDDAG_38.region001,EPGHDDAG_38.region001,M39,M39
EPGHDDAG_91.region001,EPGHDDAG_91.region001,M39,M39
EPJCJBAE_105.region001,EPJCJBAE_105.region001,M42,M42
EPJCJBAE_16.region001,EPJCJBAE_16.region001,M42,M42
