Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species
M39,Aegir_M39_B102,HHBKGBCH_70.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M39,Aegir_M39_B102,HHBKGBCH_84.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M39,Aegir_M39_B102,HHBKGBCH_86.region001,RiPP,lassopeptide,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M39,Aegir_M39_B103,COHBNLED_189.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M39,Aegir_M39_B104,BDNAFLFJ_54.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,JAJFGX01,0
M39,Aegir_M39_B104,BDNAFLFJ_79.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,JAJFGX01,0
M39,Aegir_M39_B105,MEBADGCM_128.region001,Hybrid,NRPS-like:T1PKS,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,0,0
M39,Aegir_M39_B105,MEBADGCM_146.region001,Hybrid,NRPS:T1PKS,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,0,0
M39,Aegir_M39_B106,FIODDFIH_341.region001,Other,nucleoside,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,0,0
M39,Aegir_M39_B107,FJEEDFAB_82.region001,RiPP,RRE-containing,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,0,0
M39,Aegir_M39_B108,ELMMPHKD_253.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M39,Aegir_M39_B108,ELMMPHKD_43.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M39,Aegir_M39_B109,ICBCKKKK_16.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,0
M39,Aegir_M39_B109,ICBCKKKK_30.region001,Other,hydrogen-cyanide,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,0
M39,Aegir_M39_B109,ICBCKKKK_35.region001,Other,betalactone,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,0
M39,Aegir_M39_B11,KAPCIHNN_34.region001,RiPP,RRE-containing,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,0
M39,Aegir_M39_B11,KAPCIHNN_38.region001,Terpene,Terpene generic,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,0
M39,Aegir_M39_B110,BFEMGKGJ_104.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M39,Aegir_M39_B110,BFEMGKGJ_125.region001,Other,arylpolyene,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M39,Aegir_M39_B110,BFEMGKGJ_12.region001,NRP,NRPS-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M39,Aegir_M39_B110,BFEMGKGJ_41.region001,RiPP,ranthipeptide,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M39,Aegir_M39_B110,BFEMGKGJ_46.region001,RiPP,RRE-containing,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M39,Aegir_M39_B111,EOABJBEP_289.region001,Other,resorcinol,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B111,EOABJBEP_130.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B111,EOABJBEP_411.region001,Other,phosphonate,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B111,EOABJBEP_410.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B111,EOABJBEP_350.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B111,EOABJBEP_308.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,0
M39,Aegir_M39_B112,ICNECMED_130.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M39,Aegir_M39_B112,ICNECMED_48.region001,Hybrid,NRPS:T1PKS,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M39,Aegir_M39_B112,ICNECMED_87.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M39,Aegir_M39_B112,ICNECMED_135.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M39,Aegir_M39_B112,ICNECMED_123.region001,RiPP,RRE-containing,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,0
M39,Aegir_M39_B113,NBHHOGLK_46.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,0
M39,Aegir_M39_B117,IAKFMJEM_125.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0
M39,Aegir_M39_B117,IAKFMJEM_197.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0
M39,Aegir_M39_B117,IAKFMJEM_253.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0
M39,Aegir_M39_B117,IAKFMJEM_44.region001,Other,betalactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0
M39,Aegir_M39_B117,IAKFMJEM_55.region001,Other,ectoine,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,0
M39,Aegir_M39_B119,MHCCPFAL_41.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B119,MHCCPFAL_183.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B119,MHCCPFAL_134.region001,RiPP,ranthipeptide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B119,MHCCPFAL_205.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B119,MHCCPFAL_130.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B119,MHCCPFAL_245.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M39,Aegir_M39_B120,EEAGJODL_140.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_184.region001,NRP,NRPS-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_210.region001,NRP,NRPS-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_216.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_240.region001,Polyketide,T1PKS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_247.region001,RiPP,lassopeptide,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_366.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B120,EEAGJODL_89.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,0,0
M39,Aegir_M39_B121,JGGEIKLM_42.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M39,Aegir_M39_B121,JGGEIKLM_65.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M39,Aegir_M39_B122,FJKJBIGP_155.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0
M39,Aegir_M39_B122,FJKJBIGP_58.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,0
M39,Aegir_M39_B123,GAPCFIGP_110.region001,Other,hydrogen-cyanide,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B123,GAPCFIGP_126.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B123,GAPCFIGP_133.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B123,GAPCFIGP_13.region001,Other,hydrogen-cyanide,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B123,GAPCFIGP_23.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B123,GAPCFIGP_97.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,0
M39,Aegir_M39_B125,LGFNCOND_218.region001,NRP,NRP generic,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,0
M39,Aegir_M39_B125,LGFNCOND_229.region001,NRP,NRP generic,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,0
M39,Aegir_M39_B125,LGFNCOND_188.region001,Polyketide,T3PKS,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,0
M39,Aegir_M39_B125,LGFNCOND_5.region001,Hybrid,NRPS:T1PKS,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,0
M39,Aegir_M39_B126,NGIDNPEH_3.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B126,NGIDNPEH_9.region001,Other,arylpolyene,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B126,NGIDNPEH_20.region001,NRP,NRPS-like,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B126,NGIDNPEH_9.region002,Other,arylpolyene,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B126,NGIDNPEH_13.region001,RiPP,thiopeptide,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B126,NGIDNPEH_5.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,0
M39,Aegir_M39_B127,GNEJKKOJ_15.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M39,Aegir_M39_B127,GNEJKKOJ_50.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M39,Aegir_M39_B127,GNEJKKOJ_16.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,0
M39,Aegir_M39_B128,EBJAGHMO_34.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,0
M39,Aegir_M39_B128,EBJAGHMO_62.region001,Other,betalactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,0
M39,Aegir_M39_B128,EBJAGHMO_92.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,0
M39,Aegir_M39_B128,EBJAGHMO_93.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,0
M39,Aegir_M39_B128,EBJAGHMO_9.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,0
M39,Aegir_M39_B129,OLACNJPO_243.region001,Hybrid,lassopeptide:RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B129,OLACNJPO_221.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B129,OLACNJPO_349.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B13,OPIOGPAO_16.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,0
M39,Aegir_M39_B130,JFCMDGKC_107.region001,Other,arylpolyene,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,0,0
M39,Aegir_M39_B130,JFCMDGKC_195.region001,Other,arylpolyene,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,0,0
M39,Aegir_M39_B130,JFCMDGKC_252.region001,Polyketide,hglE-KS,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,0,0
M39,Aegir_M39_B131,GCPFHCHN_427.region001,RiPP,RRE-containing,Bacteria,Armatimonadota,UBA5377,UBA5377,FEN-943,0,0
M39,Aegir_M39_B131,GCPFHCHN_440.region001,Polyketide,HR-T2PKS,Bacteria,Armatimonadota,UBA5377,UBA5377,FEN-943,0,0
M39,Aegir_M39_B132,BFAJAABG_70.region001,Other,arylpolyene,Bacteria,Planctomycetota,B143-G9,B143-G9,B143-G9,B143-G9,0
M39,Aegir_M39_B134,LCJGCDAJ_109.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M39,Aegir_M39_B134,LCJGCDAJ_79.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0
M39,Aegir_M39_B135,HPJDLMAJ_131.region001,Other,acyl_amino_acids,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0
M39,Aegir_M39_B135,HPJDLMAJ_244.region001,RiPP,RiPP-like,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0
M39,Aegir_M39_B135,HPJDLMAJ_252.region001,Polyketide,hglE-KS,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0
M39,Aegir_M39_B135,HPJDLMAJ_448.region001,RiPP,thiopeptide,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0
M39,Aegir_M39_B135,HPJDLMAJ_96.region001,Other,acyl_amino_acids,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,0,0
M39,Aegir_M39_B136,IGJLCKIK_38.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0
M39,Aegir_M39_B136,IGJLCKIK_46.region001,Other,betalactone,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0
M39,Aegir_M39_B136,IGJLCKIK_4.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0
M39,Aegir_M39_B136,IGJLCKIK_8.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0
M39,Aegir_M39_B136,IGJLCKIK_8.region002,RiPP,RiPP-like,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,0
M39,Aegir_M39_B137,MGGLONMC_3.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M39,Aegir_M39_B137,MGGLONMC_113.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0
M39,Aegir_M39_B138,DACILNEH_13.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0
M39,Aegir_M39_B138,DACILNEH_24.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0
M39,Aegir_M39_B138,DACILNEH_30.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0
M39,Aegir_M39_B138,DACILNEH_54.region001,Other,phosphonate,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0
M39,Aegir_M39_B138,DACILNEH_70.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0
M39,Aegir_M39_B139,KPGNBPHH_28.region001,Terpene,Terpene generic,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,0
M39,Aegir_M39_B14,OENFBOHI_303.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,0
M39,Aegir_M39_B140,MHDDIMKH_109.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M39,Aegir_M39_B140,MHDDIMKH_115.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M39,Aegir_M39_B140,MHDDIMKH_122.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M39,Aegir_M39_B140,MHDDIMKH_44.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M39,Aegir_M39_B140,MHDDIMKH_71.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,0
M39,Aegir_M39_B141,FDIMNBAG_121.region001,Hybrid,hglE-KS:T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0
M39,Aegir_M39_B141,FDIMNBAG_21.region001,Hybrid,hglE-KS:T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0
M39,Aegir_M39_B141,FDIMNBAG_232.region001,Polyketide,T1PKS,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0
M39,Aegir_M39_B141,FDIMNBAG_415.region001,Terpene,Terpene generic,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,0,0
M39,Aegir_M39_B142,GEPOGDIE_170.region001,RiPP,ranthipeptide,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,0
M39,Aegir_M39_B143,NFGOFIFO_135.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_179.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_207.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_301.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_351.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_493.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_498.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_511.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B143,NFGOFIFO_568.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B144,LEDLLEGN_58.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B144,LEDLLEGN_43.region001,RiPP,RRE-containing,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B144,LEDLLEGN_61.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B144,LEDLLEGN_98.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0
M39,Aegir_M39_B145,IJCCDICF_112.region001,RiPP,RiPP-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_139.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_210.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_402.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_415.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_427.region001,NRP,NRPS-like,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_51.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B145,IJCCDICF_69.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_58.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_10.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_39.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_144.region001,Other,betalactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_157.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_28.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_102.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B146,OICIJIOO_87.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,0,0
M39,Aegir_M39_B147,FKCHBHNE_67.region001,RiPP,RiPP-like,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,0
M39,Aegir_M39_B147,FKCHBHNE_74.region001,Other,nucleoside,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,0
M39,Aegir_M39_B148,KAEGOJLK_584.region001,NRP,NRP generic,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,0
M39,Aegir_M39_B149,EDJGDHEF_50.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B149,EDJGDHEF_149.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B149,EDJGDHEF_101.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B149,EDJGDHEF_16.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B149,EDJGDHEF_25.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B149,EDJGDHEF_49.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M39,Aegir_M39_B15,JKANDIBI_105.region001,Hybrid,NRPS:T1PKS,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,0
