genome_ID,M24,M25,M26,M36,M37,M38,M39,M33,M42,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M25_B254,0.024752637,0.016877495,0,0,0,0,0.01981886,0,0,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
Aegir_M25_B255,0.001644139,0.021773878,0,0.23230782,0,0,0.009681231,0,0,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
Aegir_M25_B26,0.004634569,0.024435222,0,0.025667885,0,0.003456551,0.02079395,0,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,UBA11858,
Aegir_M25_B27,0,0.021383474,0,0,0,0,0,0,0,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,
Aegir_M25_B28,0,0.024628155,0,0,0,0,0,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA525,,
Aegir_M25_B29,0.004178674,0.11388646,0,0.02068182,0,0,0.016288126,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,JAGRNA01,
Aegir_M25_B3,0.016330725,0.03752972,0.004498411,3.285728,0.020770352,0.028356,0.009889639,0.013885953,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M25_B30,0,0.023032833,0,0.03246226,0,0.002548997,0.018016359,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,DUEL01,SZUA-1492,
Aegir_M25_B31,0.001846041,0.046911884,0.06933147,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,S143-63,
Aegir_M25_B32,0.004720486,0.02451778,0,0.45033607,0,0.001643494,0.08460695,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M25_B33,0,0.03472391,0,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVHX01,
Aegir_M25_B34,0.005181005,0.009050164,0,0.021204049,0.036384895,0,0.026891345,0,0,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,
Aegir_M25_B35,0.002210279,1.0195712,0.003512478,0.002597562,0,0,0.005344709,0,0.90027064,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
Aegir_M25_B36,0,0.30577955,0,0,0,0,0.005642559,0,0.009349406,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
Aegir_M25_B37,0.002521087,0.07230224,0,0.008860667,0,0,0.02832146,0,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,JALSTC01,JALSTC01 sp026983935
Aegir_M25_B38,0,0.054310948,0,0.003176394,0,0,0.053406905,0.002362656,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JAGGTJ01,JAGGTJ01,
Aegir_M25_B39,0.14896274,0.033386316,0,0.3918479,0.2951752,0.004978986,0.031907376,0.009391713,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M25_B4,0,0.055921085,0,0.002072425,0,0.005567689,0.028730595,0,0,Bacteria,Bipolaricaulota,Bipolaricaulia,Bipolaricaulales,Bipolaricaulaceae,,
Aegir_M25_B40,0.013309599,0.030098932,0,0,0.31408173,0.008823906,0.042701587,0.15626352,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M25_B41,0.003130592,0.018333169,0,0.010949165,0.004999398,0.00221983,0.033707913,0.003521892,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M25_B42,0,0.085670054,0,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAML01,
Aegir_M25_B43,0,0.026808472,0,0,0,0,0,0,0,Archaea,Thermoplasmatota,Thermoplasmata,Aciduliprofundales,Aciduliprofundaceae,S014-50,
Aegir_M25_B44,0,0.017803349,0,0,0,0,0,0,0,Archaea,Thermoproteota,JANJXX01,Panguiarchaeales,Panguiarchaeaceae,,
Aegir_M25_B45,0,0.06653296,0,0.005853167,0,0,0.002539338,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,JAGRNA01,
Aegir_M25_B46,0.00830262,0.037227288,0,0.002817799,0,0,0.003724933,0,0.005928909,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,
Aegir_M25_B47,0.006179322,0.029810714,0,0.00169184,0,0,0.013902487,0,0,Bacteria,Planctomycetota,SZUA-567,SZUA-567,SZUA-567,,
Aegir_M25_B48,0,0.038768776,0.06627563,0.014214812,0,0,0.06469376,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M25_B49,0.026401646,0.4382768,0,0.006739802,0,0.002832302,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,
Aegir_M25_B5,0,0.07996533,0,0,0,0,0,0,0.02195078,Bacteria,J088,J088,J088,J088,J088,
Aegir_M25_B50,0,0.32684377,0.002060091,0,0,0,0,0,1.6488059,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
Aegir_M25_B51,0,0.035401516,0,0,0,0,0,0,0,Bacteria,WOR-3,Hydrothermia,WGAB01,WGAB01,WGAB01,
Aegir_M25_B52,0,0.030607363,0.005808358,0.002354559,0,0.001083062,0.001480186,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,
Aegir_M25_B53,0.005914097,0.3557129,0.007446108,0.003585398,0,0,0.002284975,0,0,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,Oceanithermus,Oceanithermus sp026981865
Aegir_M25_B54,0.027277818,0.011049889,0,0.002120063,0,0,0.015311594,0,0.011112798,Bacteria,Planctomycetota,GCA-002687715,GCA-002687715,DRQF01,DRQF01,
Aegir_M25_B55,0.023654653,0.21113448,0,0,0,0,0,0,0.006037076,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
Aegir_M25_B56,0.01152229,0.57027805,0.000949198,0.002557145,0,0,0.006842476,0,0.15819861,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,
Aegir_M25_B57,0.003512026,0.211517,6.131538,0.00457715,0,0.000739237,0.022268893,0,0,Bacteria,Aquificota,Aquificae,Aquificales,QOAS01,QOAS01,
Aegir_M25_B58,0.039452128,0.046381295,0,0,0,0,0.023953672,0,0.07772067,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
Aegir_M25_B59,0,0.11026822,0.033212107,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,,
Aegir_M25_B6,0,0.037564423,1.0813425,0,0,0,0.009116713,0,0.00995235,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
Aegir_M25_B60,0,0.4290827,0,0.008893894,0,0.011666897,0.006022806,0,0,Bacteria,WOR-3,Hydrothermia,B15-G9,B15-G9,B15-G9,
Aegir_M25_B61,0,0.031304892,0,0.06703038,0,0.002919609,0.038005386,0,0,Bacteria,Patescibacteria,Dojkabacteria,GCA-002793355,GCA-002793355,,
Aegir_M25_B62,0,0.030005405,0,0,0,0,0,0,0,Bacteria,JALSQH01,JALSQH01,JALSQH01,JALSQH01,JALSQH01,
Aegir_M25_B63,0,1.3737645,0.019186025,0.003202636,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrolobus,
Aegir_M25_B64,0,0.18022434,0.017084649,0.005637947,0,0,0.040219158,0,0.024805725,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,
Aegir_M25_B65,0.17068847,0.035894483,0,0.112193644,0.04667128,0.039796006,0.105753325,0.05548119,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
Aegir_M25_B66,0,0.09986057,0.015131518,0,0,0,0.017101202,0,0,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,
Aegir_M25_B67,0,0.009933264,0,0.030930165,0,0,0.02418039,0,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,JALXEW01,JALXEW01,
Aegir_M25_B68,0,0.025798548,0,0,0,0,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-100275,DSM-100275,Inmirania,
Aegir_M25_B69,0,0.045205425,0.000650285,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,
Aegir_M25_B7,0,0.11862731,0,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,EX4484-58,
Aegir_M25_B70,0.06329138,0.020008482,0,0,0,0,0,0,0.062407333,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,
Aegir_M25_B71,0,0.02648495,0,0.001593718,0,0,0.003769037,0,0.001541408,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,SKYB61,
Aegir_M25_B72,0,0.015304145,0.04832169,0,0,0,0.001705212,0,0,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,SZUA-1452,
Aegir_M25_B73,0,0.06760382,0.001230233,0.006884837,0,0,0.005890695,0,0,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,
Aegir_M25_B74,0.18094623,0.06272168,0.010149111,0.29474896,0.089169696,0.015224546,0.1563267,0.006401126,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M25_B75,0,0.017554628,0,0.001100092,0,0,0.008404499,0,0,Bacteria,Myxococcota,SURF-8,SURF-8,,,
Aegir_M25_B76,0,0.041098412,0.01729598,0.023874916,0,0.003769655,0.028551582,0,0.003380666,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,JAADEQ01,
Aegir_M25_B77,0,0.049765203,0,0.012541235,0,0.005567523,0.021754598,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,
Aegir_M25_B78,0.00303297,0.42598817,0,0.016142726,0,0,0.034924097,0,0,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
Aegir_M25_B79,0.019227186,0.16698636,0,0.038666476,0,0.004257613,0.045415804,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,,
Aegir_M25_B8,0.003091626,0.020921903,0,0.014818646,0,0,0.019844398,0,0,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Thermodesulforhabdaceae,JALXAE01,
Aegir_M25_B80,0.042953562,0.20487884,0,2.0738602,0.07838308,0.005592696,0.018223027,0.10816809,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M25_B81,0,0.13863297,0.00398328,0.002050452,0,0,0.001023844,0,0.014058354,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,
Aegir_M25_B82,0,0.05078984,0,0.002114368,0,0,0.005889277,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,
Aegir_M25_B83,0,0.023748947,0,0.006958068,0,0,0.007557925,0,0,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,,
Aegir_M25_B84,0,1.0621396,0,0.006538571,0,0,0.030107336,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,
Aegir_M25_B85,0,0.013586974,0,0,0,0.000901093,0.021186212,0,0,Bacteria,WOR-3,Hydrothermia,,,,
Aegir_M25_B86,0,0.16595052,0,0.002874545,0,0,0.007593926,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,J091,J091,
Aegir_M25_B87,0,0.18166061,0,0.003342192,0,0,0.003603576,0,0.02003307,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
Aegir_M25_B88,0.004608917,0.023536364,0,0,0,0.006948147,0.00857098,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
Aegir_M25_B89,0,0.039690927,0,0,0,0,0,0,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,WAKO01,
Aegir_M25_B9,0.048124075,0.019629966,0,0.017315175,0.01635509,0.002476675,0.013339921,1.1205089,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
Aegir_M25_B90,0,0.12323531,0.019201089,0,0,0,0,0,0.013109082,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,
Aegir_M25_B91,0.003518877,0.018123483,0,0.003967914,0,0.001023266,0.036069315,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Poriferihabitantaceae,,
Aegir_M25_B92,0,0.17134903,0,0,0,0,0.003439229,0,0,Bacteria,Patescibacteria,Microgenomatia,UBA1400,PJMF01,WFTH01,
Aegir_M25_B93,0.003784369,0.034090243,0,0.002778826,0,0,0,0,0.044334546,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
Aegir_M25_B94,0.01876074,0.014481558,0,0.13181497,0,0,0.03769092,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M25_B95,0.085242525,0.5864838,0.003829023,0.011700694,0,0,0.06969165,0,0.001422363,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
Aegir_M25_B96,0,0.032167435,0,0,0,0,0,0,0.012587315,Bacteria,J088,J088,J088,,,
Aegir_M25_B97,0,0.33315188,0.001274243,0,0,0,0.006905443,0,0.35263816,Bacteria,Chloroflexota,Anaerolineae,JAADDB01,JAADDB01,JAADDB01,
Aegir_M25_B98,0.011652137,0.4690793,0,0.012706495,0,0,0.032696206,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
Aegir_M25_B99,0,0.040789116,0,0.02027656,0,0,0.042571697,0,0,Bacteria,Chloroflexota,Anaerolineae,B4-G1,B4-G1,JALWUZ01,
Aegir_M26_B10,0.016841203,0.018522562,0.48518836,0.003015385,0,0.016302072,0.23977013,0.001350883,0.000609402,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M26_B11,0.13084513,0.4740364,0.2073802,0.025487602,0,0,0.22515668,0,0.012420513,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
Aegir_M26_B12,0,0.014036352,2.2539475,0.001315962,0,0,0.003609157,0,0.002134409,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
Aegir_M26_B13,0,0.014927786,0.02630995,0,0,0,0,0,0.001039481,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,
Aegir_M26_B14,0.001355673,0.034485254,2.485657,0,0,0,0.031560943,0,0.19304898,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Sulfurivirga,
Aegir_M26_B15,0.001736652,0.040593695,0.07042644,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,S143-63,
Aegir_M26_B16,0,0.006557012,0.79960763,0,0,0,0.001015306,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,,,,
Aegir_M26_B17,0,0.07707834,0.03123554,0,0,0,0.01586602,0,0,Bacteria,Thermosulfidibacterota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,,
Aegir_M26_B18,0.001159697,0.10489139,0.9290466,0,0,0,0.007094287,0,3.3978562,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,
Aegir_M26_B19,0,0.011312264,4.311005,0,0,0,0.006993863,0,0,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,,
Aegir_M26_B2,0,0.013393251,0.04363873,0,0,0,0.014026788,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,
Aegir_M26_B20,0,0.011620112,0.02822085,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignicoccaceae,Ignicoccus,
Aegir_M26_B21,0.16506162,0.006539721,0.040644478,0.027429178,0.006313828,0.09041242,0.011362198,0.003344444,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp030949945
Aegir_M26_B22,0,0.004891924,0.1234935,0.002121126,0,0,0.001446487,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiosulfativibrio,
Aegir_M26_B23,0,0.008163865,0.03350723,0,0,0,0,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,,,,
Aegir_M26_B24,0,0.0652622,0.07078595,0,0,0,0.008912514,0,0.002222331,Bacteria,DYJV01,DYJV01,DYJV01,JALVYZ01,JALVYZ01,
Aegir_M26_B25,0,0.03807524,0.042759273,0,0,0,0.002086527,0,0.13311511,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,
Aegir_M26_B26,0.00179399,0.043216784,0.04798086,0,0,0.003666719,0,0.000704915,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305
Aegir_M26_B27,0.00549358,0.07767145,0.02249752,0.002984826,0,0,0.06333354,0,0.009065206,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M26_B28,0.00130666,0.031635523,0.15840709,0,0,0,0.015803607,0,0.005890521,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,JALSPZ01,
Aegir_M26_B29,0.007037829,0.017370602,0.20963499,0,0,0.030084116,0.00799723,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,GLR69,
Aegir_M26_B3,0.020807186,0.013171725,0.083831236,0.1717438,0.04787136,0.029617919,0.075294524,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,
Aegir_M26_B30,0,0.02728592,0.095292754,0,0,0,0.002329923,0,0,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,SZUA-1452,
Aegir_M26_B31,0,0.024743725,0.10716991,0.001124012,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,
Aegir_M26_B32,0,0.16141587,0.027135331,0.006260912,0,0,0.034412004,0,0.06559617,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,
Aegir_M26_B33,0.015031964,0.00335611,0.025134204,0,0,0,0.010871783,0,0.001000343,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,GCA-2401725,
Aegir_M26_B34,0,0.044643417,0.04655353,0.002472836,0,0.008848383,0.006117777,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,
Aegir_M26_B35,0,0.008197622,0.10636953,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignicoccaceae,Ignicoccus,
Aegir_M26_B36,0,0.001457727,0.06548738,0,0,0,0,0,0,Bacteria,Coprothermobacterota,Coprothermobacteria,Coprothermobacterales,JAADFF01,JAADFF01,
Aegir_M26_B37,0.032691117,0.000596074,0.21416007,0.05479277,0,0,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,
Aegir_M26_B38,0.001327912,0.16604608,0.7106575,0.001168448,0,0,0.026753547,0,0.004927685,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
Aegir_M26_B39,0,0.025704326,0.287409,0,0,0,0.004561056,0,0,Bacteria,Aquificota,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium_B,
Aegir_M26_B4,0.001774899,0.07656858,0.8552002,0.002821001,0,0,0.028726483,0,0.007929394,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,
Aegir_M26_B40,0.004664105,0.18560804,9.925192,0.006111649,0,0.001313699,0.015166786,0,0,Bacteria,Aquificota,Aquificae,Aquificales,QOAS01,QOAS01,
Aegir_M26_B41,0.00435749,0.039753053,0.066709496,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,,
Aegir_M26_B42,0,0.007535111,0.034168478,0,0,0,0.004757289,0,0.009372143,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,
Aegir_M26_B43,0,0.07438439,0.026627958,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,,
Aegir_M26_B44,0,0.02101828,0.06110947,0,0,0,0.027918776,0,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
Aegir_M26_B45,0,0.049881946,0.21024811,0,0,0,0.002206693,0,1.0779508,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,WFXV01,
Aegir_M26_B46,0.001216128,0.08676729,0.54135925,0,0,0,0,0,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,
Aegir_M26_B47,0.009640848,0.057837125,7.58767,0.002297866,0,0.02792128,0.06792924,0.001477279,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M26_B5,0,0.16878109,0.63454634,0.006863358,0,0,0.029937979,0,0.3172625,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,
Aegir_M26_B6,0,0.019119492,2.284503,0.004715442,0,0.004985082,0.004206615,0,0,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,JAADDX01,,
Aegir_M26_B7,0.00437474,0.121771865,0.0652271,0.007625477,0,0,0.012729242,0,0.007221052,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,UBA852,
Aegir_M26_B8,0,0.02741744,0.3436078,0.006988451,0,0.004130555,0.010481172,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
Aegir_M26_B9,0,0.025596801,0.11311238,0.007747629,0,0,0.041912947,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M36_B1,0.04722497,0.008331614,0,0.18520829,0.012140741,0,0.004906673,0.043703556,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
Aegir_M36_B10,0,0,0,0.073479734,0.003597254,0,0.002436206,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,,
Aegir_M36_B11,0.046724148,0.013817039,0,0.055662915,0.010282325,0.003181517,0.025143161,0.006257184,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,JAHDFW01,,
Aegir_M36_B12,0.12590744,0.005418495,0,0.027913226,0.053130705,0.011600709,0.007355775,0.029004224,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M36_B13,0.15878528,0.009258503,0,0.14091124,0.5604126,0.006040948,0.0766758,0.013888748,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
Aegir_M36_B14,0,0,0,0.116206646,0,0,0,0,0,Bacteria,Patescibacteria,Gracilibacteria,UBA4473,UBA4473,M50B91,
Aegir_M36_B15,0,0.001649967,0,0.10136244,0,0,0.011497781,0,0,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
Aegir_M36_B16,0.22347574,0.028973408,0,0.6893477,0.3205509,0.004929253,0.055130627,0.010232752,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B17,0.13646616,0.12852511,0.00184922,2.2000043,0.018248806,0.011462987,0.93782544,0.048462052,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M36_B19,0.118418336,0.009124845,0,1.2802901,0.059312884,0.011008418,0.24002779,0.003364893,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,
Aegir_M36_B2,0.015440321,0.002196488,0,0.08806657,0,0,0.002386883,0,0,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,,
Aegir_M36_B20,1.3582871,0.006577346,0.001784412,1.4345822,0.011119061,0.00827834,0.00552158,0.008409149,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M36_B21,0.04935039,0.20826943,0,0.031756677,0,0.000700012,0.06470792,0,0,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,JAJRTP01,
Aegir_M36_B22,0.003427527,0.026124807,0.003016128,3.1817737,0.012858475,0.025830027,0.007818376,0.00470075,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M36_B23,0.13896154,0.017545393,0,0.049286425,0.008534906,0.05360189,0.024818327,0.004025871,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M36_B24,0.052046236,0.030377112,0,0.39936876,0.002563216,0.003753343,0.20851977,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
Aegir_M36_B25,0.06971395,0.014900597,0,0.85718894,0.045631826,0.005015981,0.03012629,0.12384791,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M36_B26,0.05273533,0.001154527,0,0.08349418,0.00949645,0.005482339,0.02889126,0.014323773,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M36_B27,0,0,0,0.06879626,0,0.002317508,0.022871222,0,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1006,UBA1006,
Aegir_M36_B28,0.00317638,0,0,0.08228959,0,0.002003944,0.05422649,0,0,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAADHO01,
Aegir_M36_B29,0,0.004259894,0,0.099536896,0.007437342,0,0,0.001916955,0,Bacteria,Patescibacteria,Gracilibacteria,CAIRYL01,CAIRYL01,SZUA-1403,
Aegir_M36_B3,0.002502205,0.014913997,0,0.053803787,0,0.003782494,0.024987787,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,
